id,edo,mes,anio,mpio,hora,minutos,dia,diasemana,urbana,suburbana,tipaccid,automovil,campasaj,microbus,pascamion,omnibus,tranvia,camioneta,camion,tractor,ferrocarri,motociclet,bicicleta,otrovehic,causaacci,caparod,sexo,aliento,cinturon,edad,condmuerto,condherido,pasamuerto,pasaherido,peatmuerto,peatherido,ciclmuerto,ciclherido,otromuerto,otroherido,totmuertos,totheridos,clase,calle1,calle2,carretera,longitud,latitud,fechahora,severidad,hay_muertos,hay_heridos,solo_daños_materiales,severidad_cat,franja_horaria,geometry,edge_u,edge_v,edge_key,distancia_edge
1035533-703-100342837,9,10,2021,17,1,53,12,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,9,45,0,0,0,1,0,0,0,0,0,0,0,1,2,2 NORTE (CANAL DEL NORTE),FERROCARRIL DE CINTURA,NAN,-99.12133032,19.45123991,2021-10-12 01:53:00,3,False,True,False,moderada,Madrugada,POINT (-99.12133032 19.45123991),271043851,270993475,0,0.1068847258923193
1035533-703-100342838,9,10,2021,17,10,18,14,4,1,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,6,8,43,0,0,0,0,0,0,0,1,0,0,0,1,2,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),JARDINEROS,NAN,-99.11768394,19.44209766,2021-10-14 10:18:00,3,False,True,False,moderada,Mañana,POINT (-99.11768394 19.44209766),271034294,271053836,0,7.660908126201065
1035533-703-100342839,9,10,2021,17,19,14,14,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2 SUR (AVENIDA DEL TALLER),CALZADA DE LA VIGA,NAN,-99.12783563,19.41345888,2021-10-14 19:14:00,3,False,True,False,moderada,Noche,POINT (-99.12783563 19.41345888),30628130,270499543,0,1.2844868486858985
1035533-703-100342840,9,10,2021,17,12,7,17,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,9,0,0,0,0,0,1,0,0,0,0,0,1,0,1,SIMÓN AUDENARO,GENERAL IGNACIO ZARAGOZA,NAN,-99.07860862,19.41004148,2021-10-17 12:07:00,10,True,False,False,muy grave,Tarde,POINT (-99.07860862 19.41004148),10167311839,274424132,0,6.06471262692393
1035548-999-8,9,10,2021,17,20,30,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,61,0,0,0,0,0,0,0,0,0,0,0,0,3,ALMEJA,CARACOL,NAN,-99.06861557,19.42559469,2021-10-18 20:30:00,0,False,False,True,leve,Noche,POINT (-99.06861557 19.42559469),455934468,455934466,0,1.1526020722086778
1035548-999-9,9,10,2021,17,0,30,20,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3,NORTE 25,INTERIOR (BOULEVARD PUERTO AÉREO),NAN,-99.09064406,19.42999295,2021-10-20 00:30:00,0,False,False,True,leve,Madrugada,POINT (-99.09064406 19.42999295),2978343082,864407755,0,5.996209011841851
1035548-999-10,9,10,2021,17,14,20,20,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3 ORIENTE (FRANCISCO DEL PASO Y TRONCOSO),FRAY SERVANDO TERESA DE MIER,NAN,-99.11203582,19.41994314,2021-10-20 14:20:00,0,False,False,True,leve,Tarde,POINT (-99.11203582 19.41994314),2969575009,6772261264,0,5.870535276041952
1035548-999-11,9,10,2021,17,19,30,21,4,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),FRAY SERVANDO TERESA DE MIER,NAN,-99.12045877,19.42222614,2021-10-21 19:30:00,0,False,False,True,leve,Noche,POINT (-99.12045877 19.42222614),270979377,270979378,0,7.539478856134409
1035533-703-100342841,9,10,2021,17,23,36,21,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,35,0,1,0,0,0,0,0,0,0,0,0,1,2,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),FRAY SERVANDO TERESA DE MIER,NAN,-99.12045877,19.42222614,2021-10-21 23:36:00,3,False,True,False,moderada,Noche,POINT (-99.12045877 19.42222614),270979377,270979378,0,7.539478856134409
1035533-703-100342842,9,10,2021,17,19,45,22,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,62,0,0,0,0,0,1,0,0,0,0,0,1,2,PRADERA,GENERAL ANAYA,NAN,-99.12457612,19.42824234,2021-10-22 19:45:00,3,False,True,False,moderada,Noche,POINT (-99.12457612 19.42824234),271022369,271021907,0,1.005690145292243
1035548-999-12,9,10,2021,17,19,30,23,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3,PUERTO MÉXICO,INTERIOR (BOULEVARD PUERTO AÉREO),NAN,-99.08700051,19.43547409,2021-10-23 19:30:00,0,False,False,True,leve,Noche,POINT (-99.08700051 19.43547409),473207970,473207967,0,1.2524718985732788
1035533-703-100342843,9,10,2021,17,2,30,25,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ÁFRICA,CANTÓN,NAN,-99.09948677,19.44220723,2021-10-25 02:30:00,0,False,False,True,leve,Madrugada,POINT (-99.09948677 19.44220723),271355442,271367926,0,4.303535476728559
1035548-999-13,9,10,2021,17,8,30,25,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,54,0,0,0,0,0,0,0,0,0,0,0,0,3,RETORNO 7 DE FRANCISCO DEL PASO Y TRONCOSO,EJE 3 ORIENTE FRANCISCO DEL PASO Y TRONCOSO,NAN,-99.11194234,19.42298117,2021-10-25 08:30:00,0,False,False,True,leve,Mañana,POINT (-99.11194234 19.42298117),8551041220,274305363,0,0.5447901098563157
1035548-999-14,9,10,2021,17,15,30,25,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,1 NORTE (AVENIDA HANGARES DE AVIACIÓN FUERZA AÉREA MEXICANA),ECONOMÍA,NAN,-99.08260818,19.42110458,2021-10-25 15:30:00,0,False,False,True,leve,Tarde,POINT (-99.08260818 19.42110458),1966419377,1966419141,0,2.9463940829867212
1035548-999-15,9,10,2021,17,6,40,26,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,50,0,0,0,0,0,0,0,0,0,0,0,0,3,ALBERTO SANTOS DUMONT,JUAN GUILLERMO VILLASANA,NAN,-99.07759542,19.41842999,2021-10-26 06:40:00,0,False,False,True,leve,Mañana,POINT (-99.07759542 19.41842999),9900733035,1445915044,0,0.18814268688246386
1035533-703-100342844,9,10,2021,17,7,19,26,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,42,0,0,0,1,0,0,0,0,0,0,0,1,2,LUIS BLERIOT,GENERAL IGNACIO ZARAGOZA,NAN,-99.08034435,19.41068986,2021-10-26 07:19:00,3,False,True,False,moderada,Mañana,POINT (-99.08034435 19.41068986),274424005,274424081,0,4.684347845224474
1035548-999-16,9,10,2021,17,18,0,27,3,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),CANDELARIA,NAN,-99.11938698,19.42900306,2021-10-27 18:00:00,0,False,False,True,leve,Noche,POINT (-99.11938698 19.42900306),271005996,270977033,0,19.591889397101145
1035533-703-100342845,9,10,2021,17,19,10,27,3,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,8,21,0,0,0,0,0,1,0,0,0,0,0,1,2,NORTE 176,ORIENTE 37,NAN,-99.08910932,19.43780928,2021-10-27 19:10:00,3,False,True,False,moderada,Noche,POINT (-99.08910932 19.43780928),271506983,271506255,0,3.3038937371250268
1035548-999-17,9,10,2021,17,7,0,28,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL FRANCISCO MORAZÁN,CIRCUITO INTERIOR JESÚS GALINDO Y VILLA,NAN,-99.09779009,19.41685155,2021-10-28 07:00:00,0,False,False,True,leve,Mañana,POINT (-99.09779009 19.41685155),473224686,268902528,0,1.4395556726170597
1035548-999-18,9,10,2021,17,19,20,29,5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3,NORTE 13,NORTE 17,NAN,-99.09318814,19.4254274,2021-10-29 19:20:00,0,False,False,True,leve,Noche,POINT (-99.09318814 19.4254274),1096514225,2978343082,0,2.371721821769524
1035533-703-100342848,9,10,2021,17,1,36,30,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,34,0,0,0,1,0,0,0,0,0,0,0,1,2,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),CECILIO ROBELO,NAN,-99.11993869,19.42553232,2021-10-30 01:36:00,3,False,True,False,moderada,Madrugada,POINT (-99.11993869 19.42553232),271024179,274201868,0,3.0866186928341817
1035548-999-19,9,10,2021,17,7,30,30,6,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3,2 NORTE (CANAL DEL NORTE),EL CATORCE,NAN,-99.12242342,19.45148339,2021-10-30 07:30:00,0,False,False,True,leve,Mañana,POINT (-99.12242342 19.45148339),270993475,271034891,0,0.004266540126622564
1035548-999-20,9,10,2021,17,13,40,30,6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,7,62,0,0,0,0,0,0,0,0,0,0,0,0,3,RETORNO 9 GENERAL IGNACIO ZARAGOZA,IGNACIO ZARAGOZA,NAN,-99.10350929,19.42338384,2021-10-30 13:40:00,0,False,False,True,leve,Tarde,POINT (-99.10350929 19.42338384),274803062,274293413,0,0.7390788986346053
1035548-999-21,9,10,2021,17,16,20,30,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3,ROA BÁRCENAS,RAMÓN PRIDA,NAN,-99.11521977,19.41070031,2021-10-30 16:20:00,0,False,False,True,leve,Tarde,POINT (-99.11521977 19.41070031),274287347,274317465,0,0.9953012887693397
1038814-999-0,9,10,2021,17,13,25,31,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3,CUITLÁHUAC,LORENZO BOTURINI,NAN,-99.12656786,19.41730254,2021-10-31 13:25:00,0,False,False,True,leve,Tarde,POINT (-99.12656786 19.41730254),274194117,274192898,0,0.6651423115505644
1038835-999-0,9,11,2021,17,7,30,5,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3,BENITO COQUET,EJE 4 ORIENTE RÍO CHURUBUSCO,NAN,-99.07082103,19.41883043,2021-11-05 07:30:00,0,False,False,True,leve,Mañana,POINT (-99.07082103 19.41883043),1136467596,10167311845,0,2.2175529603249915
1038835-999-15,9,11,2021,17,11,0,23,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,53,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE 4 ORIENTE RÍO CHURUBUSCO,IGNACIO ZARAGOZA,NAN,-99.07738226,19.40868961,2021-11-23 11:00:00,0,False,False,True,leve,Mañana,POINT (-99.07738226 19.40868961),1971483592,269277174,0,0.704718036285552
1042359-999-0,9,11,2021,17,20,33,27,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,VIADUCTO RÍO DE LA PIEDAD,CIRCUITO INTERIOR RÍO CHURUBUSCO,NAN,-99.09704709,19.40943243,2021-11-27 20:33:00,0,False,False,True,leve,Noche,POINT (-99.09704709 19.40943243),268903401,473228536,0,1.5945554307991792
1038830-703-100343026,9,11,2021,17,1,33,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,1 NORTE (MIGUEL LEBRIJA),ROLANDO GARROS,NAN,-99.07771354,19.41705606,2021-11-01 01:33:00,0,False,False,True,leve,Madrugada,POINT (-99.07771354 19.41705606),2249522216,302753602,0,8.237368890051835
1038846-999-0,9,11,2021,17,2,30,1,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,BORDO DE XOCHIACA,PUERTA 02 DE LA ALAMETA OTE.,ARENAL,-99.0585952,19.43208035,2021-11-01 02:30:00,0,False,False,True,leve,Madrugada,POINT (-99.0585952 19.43208035),2882611864,2882611845,0,1.3409245257902442
1038830-703-100343027,9,11,2021,17,5,50,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MARMOLERÍA,EJE 2 NORTE AVENIDA CANAL DEL NORTE,NAN,-99.10819024,19.44835088,2021-11-01 05:50:00,0,False,False,True,leve,Madrugada,POINT (-99.10819024 19.44835088),271346745,271346376,0,1.847194181160547
1038830-703-100343028,9,11,2021,17,20,37,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,9,31,0,0,0,0,0,1,0,0,0,0,0,1,2,MANUEL RIVERA CAMBAS,GENERAL IGNACIO ZARAGOZA,NAN,-99.1063954,19.4248453,2021-11-01 20:37:00,3,False,True,False,moderada,Noche,POINT (-99.1063954 19.4248453),274794323,271482488,0,0.7379730257407598
1038846-999-1,9,11,2021,17,2,0,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DEL PEÑÓN,OCEANÍA,NAN,-99.09342629,19.44122646,2021-11-02 02:00:00,0,False,False,True,leve,Madrugada,POINT (-99.09342629 19.44122646),269370945,7928457644,0,6.87006767555989
1038846-999-2,9,11,2021,17,10,0,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3,PUERTO MÉXICO,INTERIOR (BOULEVARD PUERTO AÉREO),NAN,-99.08700051,19.43547409,2021-11-03 10:00:00,0,False,False,True,leve,Mañana,POINT (-99.08700051 19.43547409),473207970,473207967,0,1.2524718985732788
1038846-999-3,9,11,2021,17,18,0,3,3,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3,JAPÓN,OCEANÍA,NAN,-99.0950279,19.44065191,2021-11-03 18:00:00,0,False,False,True,leve,Noche,POINT (-99.0950279 19.44065191),271367932,271054504,0,1.9593633377036026
1038830-703-100343029,9,11,2021,17,9,10,6,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,9,46,0,2,0,0,0,0,0,0,0,0,0,2,2,PERSIA,OCEANÍA,NAN,-99.09236139,19.44222105,2021-11-06 09:10:00,6,False,True,False,moderada,Mañana,POINT (-99.09236139 19.44222105),3498171546,271365822,0,0.15107490028251633
1038846-999-5,9,11,2021,17,0,0,7,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3,RETORNO 13 DE FRAY SERVANDO TERESA DE MIER,RETORNO 1 DE FERNANDO IGLESIAS CALDERÓN,NAN,-99.1048912,19.41681661,2021-11-07 00:00:00,0,False,False,True,leve,Madrugada,POINT (-99.1048912 19.41681661),274807793,274807618,0,53.8014978701348
1038846-999-6,9,11,2021,17,1,0,7,7,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,IGNACIO ZARAGOZA,IZTACCÍHUATL,NAN,-99.09942819,19.42194041,2021-11-07 01:00:00,0,False,False,True,leve,Madrugada,POINT (-99.09942819 19.42194041),271459230,274411800,0,0.8189535173494248
1038830-703-100343030,9,11,2021,17,10,3,7,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,41,0,0,0,0,0,1,0,0,0,0,0,1,2,CARLOS SANTANA,GENERAL IGNACIO ZARAGOZA,NAN,-99.10942406,19.4269254,2021-11-07 10:03:00,3,False,True,False,moderada,Mañana,POINT (-99.10942406 19.4269254),271479240,269278792,0,2.169239546112612
1038830-703-100343031,9,11,2021,17,18,35,7,7,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,9,27,0,1,0,1,0,0,0,0,0,0,0,2,2,MIGUEL DOMÍNGUEZ,PENITENCIARÍA,NAN,-99.11953208,19.43705235,2021-11-07 18:35:00,6,False,True,False,moderada,Noche,POINT (-99.11953208 19.43705235),271026744,271026823,0,0.7752833723586481
1038830-703-100343033,9,11,2021,17,1,59,8,1,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,8,46,0,1,0,0,0,0,0,0,0,0,0,1,2,DAMASCO,DAMASCO,NAN,-99.09852673,19.44136697,2021-11-08 01:59:00,3,False,True,False,moderada,Madrugada,POINT (-99.09852673 19.44136697),271369047,271367927,0,1.3948379841608656
1038846-999-7,9,11,2021,17,3,30,10,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,INTERIOR (JESÚS GALINDO Y VILLA),VIADUCTO RÍO DE LA PIEDAD,NAN,-99.09709217,19.40943887,2021-11-10 03:30:00,0,False,False,True,leve,Madrugada,POINT (-99.09709217 19.40943887),268903401,473228536,0,1.4163361754771653
1038846-999-8,9,11,2021,17,21,0,10,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,FERROCARRIL INDUSTRIAL,NORTE 21,NAN,-99.10404603,19.43525338,2021-11-10 21:00:00,0,False,False,True,leve,Noche,POINT (-99.10404603 19.43525338),271464203,271462848,0,1.1953474429403441
1038846-999-9,9,11,2021,17,2,0,11,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE 1 NORTE MANUEL LEBRIJA,EJE 4 ORIENTE RÍO CHURUBUSCO,NAN,-99.07360389,19.41444397,2021-11-11 02:00:00,0,False,False,True,leve,Madrugada,POINT (-99.07360389 19.41444397),2307584408,2249522175,0,1.052036922433906
1038846-999-10,9,11,2021,17,11,30,12,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,3 ORIENTE (FRANCISCO DEL PASO Y TRONCOSO),3 SUR (MORELOS),NAN,-99.11323365,19.40835149,2021-11-12 11:30:00,0,False,False,True,leve,Mañana,POINT (-99.11323365 19.40835149),270507656,270507479,0,0.6726202388388125
1038846-999-11,9,11,2021,17,13,50,15,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,73,0,0,0,0,0,0,0,0,0,0,0,0,3,CUCURPE,LORENZO BOTURINI,NAN,-99.11732294,19.41678996,2021-11-15 13:50:00,0,False,False,True,leve,Tarde,POINT (-99.11732294 19.41678996),274307808,274203917,0,2.2851405538818717
1038846-999-12,9,11,2021,17,23,0,19,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3,CIRCUITO INTERIOR RÍO CONSULADO,SUCRES,NAN,-99.0950898,19.45152322,2021-11-19 23:00:00,0,False,False,True,leve,Noche,POINT (-99.0950898 19.45152322),1406861661,268900492,0,0.4016261905315746
1038846-999-13,9,11,2021,17,14,30,20,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,7,72,0,0,0,0,0,0,0,0,0,0,0,0,3,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),HERREROS,NAN,-99.11808014,19.4399366,2021-11-20 14:30:00,0,False,False,True,leve,Tarde,POINT (-99.11808014 19.4399366),271032671,271032672,0,6.448774694572385
1038830-703-100343037,9,11,2021,17,17,25,20,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,41,0,0,0,0,0,1,0,0,0,0,0,1,2,1 NORTE (AVENIDA HANGARES DE AVIACIÓN FUERZA AÉREA MEXICANA),28,NAN,-99.09121497,19.42611169,2021-11-20 17:25:00,3,False,True,False,moderada,Tarde,POINT (-99.09121497 19.42611169),271503609,271503610,0,6.415597308120775
1038846-999-14,9,11,2021,17,21,35,20,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,NICOLÁS BRAVO,HÉROE DE NACOZARI,NAN,-99.12220362,19.4362562,2021-11-20 21:35:00,0,False,False,True,leve,Noche,POINT (-99.12220362 19.4362562),271026564,8269903069,0,1.0441114697798863
1038830-703-100343038,9,11,2021,17,22,30,20,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ORIENTE 180,NORTE 33,NAN,-99.09055309,19.43401314,2021-11-20 22:30:00,0,False,False,True,leve,Noche,POINT (-99.09055309 19.43401314),271501635,271497117,0,2.598259699175605
1038846-999-15,9,11,2021,17,18,0,21,7,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,50,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD NACIONAL,PLAZA DEL EJECUTIVO,NAN,-99.08859568,19.41989714,2021-11-21 18:00:00,0,False,False,True,leve,Noche,POINT (-99.08859568 19.41989714),274425610,274425609,0,6.339373234646529
1038830-703-100343039,9,11,2021,17,13,27,22,1,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,6,9,55,0,1,0,0,0,0,0,0,0,0,0,1,2,2 NORTE (CANAL DEL NORTE),LITOGRAFÍA,NAN,-99.10773452,19.44832689,2021-11-22 13:27:00,3,False,True,False,moderada,Tarde,POINT (-99.10773452 19.44832689),271346744,271346745,0,4.1802770143118995
1038846-999-16,9,11,2021,17,17,0,22,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3,SECRETARÍA DEL TRABAJO,IGNACIO ZARAGOZA,NAN,-99.0843865,19.41345448,2021-11-22 17:00:00,0,False,False,True,leve,Tarde,POINT (-99.0843865 19.41345448),7952897819,6150141188,0,0.6601100224678066
1038846-999-17,9,11,2021,17,17,20,22,1,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3,77,GENERAL IGNACIO ZARAGOZA,NAN,-99.08004091,19.41010006,2021-11-22 17:20:00,0,False,False,True,leve,Tarde,POINT (-99.08004091 19.41010006),274424485,274424129,0,2.650347159242819
1038830-703-100343040,9,11,2021,17,19,22,22,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,20,0,0,0,0,0,1,0,0,0,0,0,1,2,CALLE 47,GENERAL IGNACIO ZARAGOZA,NAN,-99.08704366,19.41412717,2021-11-22 19:22:00,3,False,True,False,moderada,Noche,POINT (-99.08704366 19.41412717),268903372,1966419083,0,2.6171001663165687
1038846-999-18,9,11,2021,17,8,0,24,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3 ORIENTE (INGENIERO EDUARDO MOLINA),HÉROE DE NACOZARI,NAN,-99.11476203,19.43532495,2021-11-24 08:00:00,0,False,False,True,leve,Mañana,POINT (-99.11476203 19.43532495),3164122465,7989308258,0,4.294221103593113
1038830-703-100343041,9,11,2021,17,0,39,25,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,8,43,0,0,0,0,0,0,0,0,0,0,0,0,3,CERRADA EDUARDO MOLINA,INTERIOR (AVENIDA RÍO CONSULADO),NAN,-99.10966709,19.45299135,2021-11-25 00:39:00,0,False,False,True,leve,Madrugada,POINT (-99.10966709 19.45299135),1406861677,1406885445,0,8.736943192233232
1038830-703-100343042,9,11,2021,17,11,56,27,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,41,0,0,0,0,0,2,0,0,0,0,0,2,2,SAN CIPRIÁN,PLAZA SAN LÁZARO,NAN,-99.12127303,19.4317718,2021-11-27 11:56:00,6,False,True,False,moderada,Mañana,POINT (-99.12127303 19.4317718),271022065,271022087,0,0.7771125906877222
1042364-999-0,9,11,2021,17,14,15,30,2,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3,OCEANÍA,CIRCUITO INTERIOR RÍO CONSULADO,NAN,-99.08731496,19.44565018,2021-11-30 14:15:00,0,False,False,True,leve,Tarde,POINT (-99.08731496 19.44565018),268902164,271454370,0,3.819041479412053
1042364-999-1,9,11,2021,17,17,0,30,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3,NORTE 13,CIRCUITO INTERIOR BOULEVARD PUERTO AÉREO,NAN,-99.09306379,19.42536889,2021-11-30 17:00:00,0,False,False,True,leve,Tarde,POINT (-99.09306379 19.42536889),274436446,274436881,0,1.0198275202861278
1046101-999-2,9,12,2021,17,0,40,6,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,29,0,1,0,0,0,0,0,0,0,0,0,1,2,GENERAL IGNACIO ZARAGOZA,EJE 4 ORIENTE RÍO CHURUBUSCO,NAN,-99.07744138,19.40857421,2021-12-06 00:40:00,3,False,True,False,moderada,Madrugada,POINT (-99.07744138 19.40857421),269277174,269287730,0,0.114294815136459
1042347-999-4,9,12,2021,17,10,55,9,4,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,7,43,0,0,0,0,0,0,0,0,0,0,0,0,3,3 ORIENTE (FRANCISCO DEL PASO Y TRONCOSO),3 ORIENTE (AZÚCAR),NAN,-99.1134849,19.4058711,2021-12-09 10:55:00,0,False,False,True,leve,Mañana,POINT (-99.1134849 19.4058711),270507757,270507589,0,3.727371086640999
1042342-703-100343174,9,12,2021,17,0,52,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,OCEANÍA,CIRCUITO INTERIOR RÍO CONSULADO,NAN,-99.08700248,19.445721,2021-12-01 00:52:00,0,False,False,True,leve,Madrugada,POINT (-99.08700248 19.445721),6061594915,271054416,0,0.08297586954877878
