id,edo,mes,anio,mpio,hora,minutos,dia,diasemana,urbana,suburbana,tipaccid,automovil,campasaj,microbus,pascamion,omnibus,tranvia,camioneta,camion,tractor,ferrocarri,motociclet,bicicleta,otrovehic,causaacci,caparod,sexo,aliento,cinturon,edad,condmuerto,condherido,pasamuerto,pasaherido,peatmuerto,peatherido,ciclmuerto,ciclherido,otromuerto,otroherido,totmuertos,totheridos,clase,calle1,calle2,carretera,longitud,latitud,fechahora,severidad,hay_muertos,hay_heridos,solo_daños_materiales,severidad_cat,franja_horaria,geometry,edge_u,edge_v,edge_key,distancia_edge
3575,9,5,2019,5,16,40,11,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3,CIRCUITO INTERIOR (AVENIDA RÍO CONSULADO),CIRCUITO INTERIOR (AVENIDA RÍO CONSULADO),NAN,-99.1309,19.46348,2019-05-11 16:40:00,0,False,False,True,leve,Tarde,POINT (-99.1309 19.46348),1402648754,1402648711,0,6.812045098604755
3576,9,5,2019,5,7,30,13,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,43,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HANK GONZÁLEZ,AVENIDA FRANCISCO MORAZÁN,NAN,-99.05849,19.46401,2019-05-13 07:30:00,0,False,False,True,leve,Mañana,POINT (-99.05849 19.46401),271729376,512943928,0,10.33971190977352
3577,9,5,2019,5,9,40,13,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 5 NORTE (MONTEVIDEO),CALLE PULACAYO,NAN,-99.13021,19.48954,2019-05-13 09:40:00,0,False,False,True,leve,Mañana,POINT (-99.13021 19.48954),8085804006,8085804003,0,1.589772829180398
3579,9,5,2019,5,23,0,13,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,55,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HANK GONZÁLEZ,AVENIDA FRANCISCO MORAZÁN,NAN,-99.05849,19.46401,2019-05-13 23:00:00,0,False,False,True,leve,Noche,POINT (-99.05849 19.46401),271729376,512943928,0,10.33971190977352
3580,9,5,2019,5,6,40,14,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE MELCHOR MÚZQUIZ,CALLE GENERAL PEDRO MARÍA ANAYA,NAN,-99.10364,19.48667,2019-05-14 06:40:00,0,False,False,True,leve,Mañana,POINT (-99.10364 19.48667),390417174,390417197,0,3.437896594878156
3581,9,5,2019,5,17,0,14,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 5 NORTE (CALZADA SAN JUAN DE ARAGÓN),AVENIDA GRAN CANAL DEL DESAGÜE,NAN,-99.09181,19.47659,2019-05-14 17:00:00,0,False,False,True,leve,Tarde,POINT (-99.09181 19.47659),8251241209,1420647777,0,1.9150636181694902
3582,9,5,2019,5,9,0,15,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA ACUEDUCTO,CALZADA TICOMÁN,NAN,-99.13452,19.51912,2019-05-15 09:00:00,0,False,False,True,leve,Mañana,POINT (-99.13452 19.51912),1795278277,1860631431,0,3.180667110736262
3583,9,5,2019,5,9,10,20,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 1 ORIENTE (AVENIDA FERROCARRIL HIDALGO),CALLE FRANCISCO MORENO,NAN,-99.10763,19.48041,2019-05-20 09:10:00,0,False,False,True,leve,Mañana,POINT (-99.10763 19.48041),389002273,386285494,0,2.049849626962784
3584,9,5,2019,5,11,0,21,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,53,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ACUEDUCTO DE GUADALUPE,CALLE RÍO SAN JAVIER,NAN,-99.1429,19.51863,2019-05-21 11:00:00,0,False,False,True,leve,Mañana,POINT (-99.1429 19.51863),885814156,885814157,0,1.0302475282227554
3585,9,5,2019,5,23,0,22,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 4 NORTE (AVENIDA 510),EJE VIAL 5 NORTE (AVENIDA 412),NAN,-99.07325,19.46638,2019-05-22 23:00:00,0,False,False,True,leve,Noche,POINT (-99.07325 19.46638),271729970,271716603,0,6.015437650875258
3586,9,5,2019,5,5,50,23,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 3 NORTE (ÁNGEL ALBINO CORZO-ORIENTE 101),AVENIDA GRAN CANAL,NAN,-99.09866,19.45901,2019-05-23 05:50:00,0,False,False,True,leve,Madrugada,POINT (-99.09866 19.45901),1420647738,2256156224,0,0.8070104006401343
3587,9,5,2019,5,9,5,23,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 3 NORTE (ÁNGEL ALBINO CORZO-ORIENTE 101),AVENIDA 503,NAN,-99.09642,19.45824,2019-05-23 09:05:00,0,False,False,True,leve,Mañana,POINT (-99.09642 19.45824),372178673,269367921,0,5.708495029902622
3588,9,5,2019,5,13,0,23,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,5,7,59,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE PLATINO,CALLE CERRADA EDUARDO MOLINA,NAN,-99.10986,19.45223,2019-05-23 13:00:00,0,False,False,True,leve,Tarde,POINT (-99.10986 19.45223),269275949,271053423,0,2.731616451577972
3589,9,5,2019,5,14,0,23,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ANILLO PERIFÉRICO NORTE,CALLE 10,NAN,-99.15756,19.52568,2019-05-23 14:00:00,0,False,False,True,leve,Tarde,POINT (-99.15756 19.52568),6443989041,268538186,0,2.4198498534382384
3590,9,5,2019,5,20,50,23,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 4 NORTE (EUSKARO),CALLE HUASTECA,NAN,-99.1224,19.47946,2019-05-23 20:50:00,0,False,False,True,leve,Noche,POINT (-99.1224 19.47946),382923102,382923101,0,1.3091161574577197
3591,9,5,2019,5,19,10,25,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,59,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA ACUEDUCTO DE GUADALUPE,AVENIDA INSURGENTES NORTE,NAN,-99.1173,19.50169,2019-05-25 19:10:00,0,False,False,True,leve,Noche,POINT (-99.1173 19.50169),8337217165,297350576,0,2.994718100664922
3592,9,5,2019,5,21,0,25,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE 13-A,CALLE 10,NAN,-99.16172,19.51641,2019-05-25 21:00:00,0,False,False,True,leve,Noche,POINT (-99.16172 19.51641),1532966011,1532966020,0,0.5720581270151612
3593,9,5,2019,5,11,30,27,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA 604,AVENIDA 602 (AVENIDA TEXCOCO-VÍA TAPO),NAN,-99.07447,19.44852,2019-05-27 11:30:00,0,False,False,True,leve,Mañana,POINT (-99.07447 19.44852),1967885156,7931917371,0,3.751516022482714
3594,9,5,2019,5,10,35,28,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CANTERA,CALZADA MISTERIOS,NAN,-99.11732,19.48896,2019-05-28 10:35:00,0,False,False,True,leve,Mañana,POINT (-99.11732 19.48896),5086876557,6428606556,0,1.4993807395372503
3595,9,5,2019,5,13,30,28,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA FRANCISCO MORAZÁN,CALLE VOLCÁN CEBORUCO,NAN,-99.06757,19.47198,2019-05-28 13:30:00,0,False,False,True,leve,Tarde,POINT (-99.06757 19.47198),370261429,7935048540,0,2.758049133312217
3596,9,5,2019,5,0,0,30,4,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,28,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 1 ORIENTE (AVENIDA FERROCARRIL HIDALGO),EJE VIAL 3 NORTE (NOÉ),NAN,-99.11812,19.46588,2019-05-30 00:00:00,0,False,False,True,leve,Madrugada,POINT (-99.11812 19.46588),270934201,270934203,0,1.2760351456441843
3597,9,5,2019,5,11,30,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE 5 DE FEBRERO,CALLE J. MARÍA BOCANEGRA,NAN,-99.11328,19.48579,2019-05-02 11:30:00,0,False,False,True,leve,Mañana,POINT (-99.11328 19.48579),8200748949,8200748948,0,4.107935952270095
3598,9,5,2019,5,17,0,2,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE CHOSICA,CALLE COLECTOR 13,NAN,-99.13607,19.48838,2019-05-02 17:00:00,0,False,False,True,leve,Tarde,POINT (-99.13607 19.48838),291951771,293774162,0,2.4814161895832707
3599,9,5,2019,5,19,45,5,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,43,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE FUNDIDORA DE MONTERREY,CALLE NECAXA,NAN,-99.12743,19.47715,2019-05-05 19:45:00,0,False,False,True,leve,Noche,POINT (-99.12743 19.47715),382923022,382923025,0,1.3640853639046586
3600,9,5,2019,5,13,30,9,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 1 ORIENTE (AVENIDA FERROCARRIL HIDALGO),AVENIDA LA VICTORIA,NAN,-99.11473,19.47086,2019-05-09 13:30:00,0,False,False,True,leve,Tarde,POINT (-99.11473 19.47086),2497762841,270934200,0,0.28129495615422156
3601,9,5,2019,5,20,30,9,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA GUADALUPE,PRIVADA CALLE 14,NAN,-99.15743,19.52191,2019-05-09 20:30:00,0,False,False,True,leve,Noche,POINT (-99.15743 19.52191),1532966161,6184209787,0,5.13202133106176
3603,9,5,2019,5,9,0,18,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,78,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE NORTE 72,CALLE ORIENTE 87,NAN,-99.10963,19.45836,2019-05-18 09:00:00,0,False,False,True,leve,Mañana,POINT (-99.10963 19.45836),372178691,382905207,0,4.319337766703842
3604,9,5,2019,5,18,40,27,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA),EJE VIAL 5 NORTE (CALZADA SAN JUAN DE ARAGÓN),NAN,-99.09782,19.47898,2019-05-27 18:40:00,0,False,False,True,leve,Noche,POINT (-99.09782 19.47898),8143465137,8143465147,0,7.9986612941945445
3605,9,5,2019,5,6,20,30,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL CENTRAL (LÁZARO CÁRDENAS),CALLE EJIDO,NAN,-99.14616,19.49302,2019-05-30 06:20:00,0,False,False,True,leve,Mañana,POINT (-99.14616 19.49302),7956137362,7956146167,0,21.553267522386605
3606,9,5,2019,5,12,30,30,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE FRANCISCO PÉREZ,CALLE JESÚS C. ROMERO,NAN,-99.1449,19.4719,2019-05-30 12:30:00,0,False,False,True,leve,Tarde,POINT (-99.1449 19.4719),386253969,386253968,0,0.1252421477959625
3607,9,5,2019,5,13,30,30,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CANTERA,CALLE 5 DE FEBRERO,NAN,-99.11274,19.48739,2019-05-30 13:30:00,0,False,False,True,leve,Tarde,POINT (-99.11274 19.48739),8889492853,8336862657,0,1.9097794213734207
3608,9,5,2019,5,15,32,30,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 3 NORTE (INGENIERO ALFREDO ROBLES DOMÍNGUEZ),CALLE ESCUELA INDUSTRIAL,NAN,-99.12457,19.46816,2019-05-30 15:32:00,0,False,False,True,leve,Tarde,POINT (-99.12457 19.46816),8887168101,11184965347,0,5.148663062185392
4228,9,6,2019,5,9,58,6,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,CALLE GENERAL GUADALUPE VICTORIA,CALLE GENERAL PEDRO MARÍA ANAYA,NAN,-99.10755,19.48586,2019-06-06 09:58:00,3,False,True,False,moderada,Mañana,POINT (-99.10755 19.48586),12333417292,390417122,0,0.5516288115660546
4229,9,6,2019,5,5,13,7,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,AVENIDA CENTENARIO,CALLE SAN JUANICO,NAN,-99.09373,19.50276,2019-06-07 05:13:00,3,False,True,False,moderada,Madrugada,POINT (-99.09373 19.50276),6135672479,370271998,0,2.341058256761921
4230,9,6,2019,5,20,0,23,7,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE VOLCÁN LANÍN,CALLE VOLCÁN ACATENANGO,NAN,-99.07165,19.47757,2019-06-23 20:00:00,0,False,False,True,leve,Noche,POINT (-99.07165 19.47757),1967747701,382726497,0,1.771047482352737
4231,9,6,2019,5,21,0,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE CHOLULA,CALLE HÉROE DE NACOZARI,NAN,-99.07218,19.49501,2019-06-23 21:00:00,0,False,False,True,leve,Noche,POINT (-99.07218 19.49501),388415640,388415641,0,2.245832762787127
4232,9,6,2019,5,19,36,13,4,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE MORELIA,CALLE LICENCIADO ADOLFO LÓPEZ MATEOS,NAN,-99.14038,19.55389,2019-06-13 19:36:00,3,False,True,False,moderada,Noche,POINT (-99.14038 19.55389),2343310803,2343310806,0,2.2417558397115034
4233,9,6,2019,5,17,27,13,4,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,6,9,30,0,0,0,0,0,0,0,1,0,0,0,1,2,AVENIDA 661,AVENIDA 602 (AVENIDA TEXCOCO-VÍA TAPO),NAN,-99.05841,19.44992,2019-06-13 17:27:00,3,False,True,False,moderada,Tarde,POINT (-99.05841 19.44992),1797789441,1967620676,0,2.3146577696029422
4234,9,6,2019,5,19,22,13,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LINDAVISTA,CALLE MATANZAS,NAN,-99.12867,19.49528,2019-06-13 19:22:00,0,False,False,True,leve,Noche,POINT (-99.12867 19.49528),301607509,298236340,0,1.7246467547144573
4235,9,6,2019,5,23,42,9,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LINDAVISTA,CALLE MATANZAS,NAN,-99.12867,19.49528,2019-06-09 23:42:00,0,False,False,True,leve,Noche,POINT (-99.12867 19.49528),301607509,298236340,0,1.7246467547144573
4236,9,6,2019,5,1,45,10,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),AVENIDA VICTORIA ORIENTE (ORIENTE 117),NAN,-99.10995,19.46921,2019-06-10 01:45:00,0,False,False,True,leve,Madrugada,POINT (-99.10995 19.46921),1381396402,386285856,0,5.163660230574484
4237,9,6,2019,5,21,24,9,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA GRAN CANAL DEL DESAGÜE,AVENIDA VILLA DE AYALA,NAN,-99.08549,19.49221,2019-06-09 21:24:00,0,False,False,True,leve,Noche,POINT (-99.08549 19.49221),7921124790,390427505,0,0.0840051244119567
4238,9,6,2019,5,13,15,12,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE 28,CALLE 13,NAN,-99.14741,19.47273,2019-06-12 13:15:00,0,False,False,True,leve,Tarde,POINT (-99.14741 19.47273),386250134,386250183,0,2.954454820313094
4239,9,6,2019,5,14,25,12,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,20,0,2,0,0,0,0,0,0,0,0,0,2,2,EJE VIAL 5 NORTE (AVENIDA 412),AVENIDA JOSÉ LORETO FABELA,NAN,-99.08029,19.46715,2019-06-12 14:25:00,6,False,True,False,moderada,Tarde,POINT (-99.08029 19.46715),7920900037,7920900036,0,0.9603135234614075
4240,9,6,2019,5,15,20,10,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 5 NORTE (CALZADA SAN JUAN DE ARAGÓN),AVENIDA SAN JUAN,NAN,-99.10165,19.48051,2019-06-10 15:20:00,0,False,False,True,leve,Tarde,POINT (-99.10165 19.48051),8143465135,8143465124,0,4.933916280985569
4241,9,6,2019,5,20,40,10,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,38,0,0,0,0,0,1,0,0,0,0,0,1,2,EJE VIAL 5 NORTE (CALZADA SAN JUAN DE ARAGÓN),CERRADA PASEO DE LA UNIDAD INTERNACIONAL,NAN,-99.09407,19.4775,2019-06-10 20:40:00,3,False,True,False,moderada,Noche,POINT (-99.09407 19.4775),8143465142,8143465140,0,8.500438136488327
4242,9,6,2019,5,19,57,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ACÁMBARO,CALLE TÉCPAN DE GALEANA,NAN,-99.07036,19.50014,2019-06-29 19:57:00,0,False,False,True,leve,Noche,POINT (-99.07036 19.50014),370261654,388415741,0,1.752576381200037
4243,9,6,2019,5,12,30,30,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,68,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 5 NORTE (AVENIDA 412),AVENIDA JOSÉ LORETO FABELA,NAN,-99.08029,19.46715,2019-06-30 12:30:00,0,False,False,True,leve,Tarde,POINT (-99.08029 19.46715),7920900037,7920900036,0,0.9603135234614075
4244,9,6,2019,5,11,0,29,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DENARIOS,CALLE SOLES,NAN,-99.09859,19.45475,2019-06-29 11:00:00,0,False,False,True,leve,Mañana,POINT (-99.09859 19.45475),372178437,372178474,0,3.2242338489815507
4245,9,6,2019,5,20,12,5,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 1 PONIENTE (CALZADA VALLEJO),CALLE 12-A,NAN,-99.16535,19.52249,2019-06-05 20:12:00,0,False,False,True,leve,Noche,POINT (-99.16535 19.52249),271540040,271540041,0,10.475377751641693
4246,9,6,2019,5,7,30,17,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE FRANCISCO TAMAGNO,CALLE PABLO DE SARAZATE,NAN,-99.13395,19.46213,2019-06-17 07:30:00,0,False,False,True,leve,Mañana,POINT (-99.13395 19.46213),270619181,270619146,0,0.627741797453982
4247,9,6,2019,5,19,44,17,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE NORTE 84,CALLE ORIENTE 87,NAN,-99.10456,19.45563,2019-06-17 19:44:00,0,False,False,True,leve,Noche,POINT (-99.10456 19.45563),372177163,372177171,0,0.3365082045087835
4248,9,6,2019,5,3,47,15,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE MARGARITAS,CALLE MADRESELVA,NAN,-99.09115,19.50723,2019-06-15 03:47:00,0,False,False,True,leve,Madrugada,POINT (-99.09115 19.50723),388428072,388430901,0,3.6096234869424415
4249,9,6,2019,5,23,25,15,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA INSURGENTES NORTE,AVENIDA LA VICTORIA,NAN,-99.13222,19.47702,2019-06-15 23:25:00,3,False,True,False,moderada,Noche,POINT (-99.13222 19.47702),269343046,269343018,0,15.133168245510033
4250,9,6,2019,5,21,0,16,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 1 ORIENTE (AVENIDA FERROCARRIL HIDALGO),EJE VIAL 4 NORTE (AVENIDA TALISMÁN),NAN,-99.11141,19.47538,2019-06-16 21:00:00,0,False,False,True,leve,Noche,POINT (-99.11141 19.47538),3608277319,271717393,0,1.5010905389299005
4251,9,6,2019,5,2,30,17,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,4,0,0,0,0,0,0,0,4,2,AVENIDA DOLORES HIDALGO,CALLE ATOTONILCO,NAN,-99.07388,19.49185,2019-06-17 02:30:00,12,False,True,False,grave,Madrugada,POINT (-99.07388 19.49185),370273126,370273125,0,1.4550373994187171
4252,9,6,2019,5,23,10,13,4,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 3 NORTE (CUITLÁHUAC),CALLE NORTE 5-A,NAN,-99.14434,19.47285,2019-06-13 23:10:00,0,False,False,True,leve,Noche,POINT (-99.14434 19.47285),1795200274,1795200255,0,9.420916135744756
4253,9,6,2019,5,3,30,14,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE VIAL 3 NORTE (CUITLÁHUAC),CALLE NORTE 5-A,NAN,-99.14434,19.47285,2019-06-14 03:30:00,0,False,False,True,leve,Madrugada,POINT (-99.14434 19.47285),1795200274,1795200255,0,9.420916135744756
4254,9,6,2019,5,22,25,14,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE JALISCO,CALLE OAXACA,NAN,-99.15064,19.55083,2019-06-14 22:25:00,0,False,False,True,leve,Noche,POINT (-99.15064 19.55083),3920944960,885813199,0,0.7427536383031702
4255,9,6,2019,5,3,36,15,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE NORTE 80,CALLE ORIENTE 87,NAN,-99.10628,19.45602,2019-06-15 03:36:00,0,False,False,True,leve,Madrugada,POINT (-99.10628 19.45602),372177236,372177200,0,4.140183390719748
4256,9,6,2019,5,12,26,23,7,1,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,5,7,48,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE TRONADOR VOLCÁN,CALLE VOLCAN DE PASTO,NAN,-99.066,19.47979,2019-06-23 12:26:00,3,False,True,False,moderada,Tarde,POINT (-99.066 19.47979),382726592,382726595,0,2.703154736947268
4257,9,6,2019,5,6,0,22,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,30,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA 503,AVENIDA 508,NAN,-99.09455,19.46315,2019-06-22 06:00:00,3,False,True,False,moderada,Mañana,POINT (-99.09455 19.46315),386292680,386292677,0,0.7947250071179365
4258,9,6,2019,5,21,0,22,6,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,5,8,51,0,0,0,0,0,1,0,0,0,0,0,1,2,EJE VIAL 5 NORTE (MONTEVIDEO),CALLE CUZCO,NAN,-99.13125,19.48995,2019-06-22 21:00:00,3,False,True,False,moderada,Noche,POINT (-99.13125 19.48995),305066209,8085804003,0,0.7670961625507772
4259,9,6,2019,5,20,0,21,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE PUERTO CIUDAD MADERO,CALLE PUERTO TAMPICO,NAN,-99.07948,19.47581,2019-06-21 20:00:00,3,False,True,False,moderada,Noche,POINT (-99.07948 19.47581),3093725414,382708663,0,0.08864622380681943
4260,9,6,2019,5,20,30,21,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,19,0,0,0,6,0,0,0,0,0,0,0,6,2,AVENIDA 602 (AVENIDA TEXCOCO-VÍA TAPO),AVENIDA 608,NAN,-99.07916,19.45112,2019-06-21 20:30:00,18,False,True,False,grave,Noche,POINT (-99.07916 19.45112),269371369,1967885294,0,1.023464078360274
4261,9,6,2019,5,13,30,20,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,38,0,0,0,6,0,0,0,0,0,0,0,6,2,AVENIDA INSURGENTES NORTE,CALLE TENOCHTITLAN,NAN,-99.11771,19.50117,2019-06-20 13:30:00,18,False,True,False,grave,Tarde,POINT (-99.11771 19.50117),8337217165,297350576,0,1.2931680525835751
