centroid_lat,centroid_lon,n_accidentes,gi_score,hot_spot,riesgo_hotspot
19.330759999999998,-99.23206289,14,-0.13870524484123123,No significativo,50.0
19.340759999999996,-99.23206289000001,17,-0.485806742106534,No significativo,50.0
19.35076,-99.23206289000001,23,-0.41532928073286834,No significativo,50.0
19.36076,-99.23206289,23,-0.38473565545475447,No significativo,50.0
19.370759999999997,-99.23206289000001,26,-0.3355000023692356,No significativo,50.0
19.38076,-99.23206289,45,-0.2924742514746833,No significativo,50.0
19.390759999999997,-99.23206289000001,9,-0.2831840406572455,No significativo,50.0
19.400760000000002,-99.23206289,23,-0.27325312564550164,No significativo,50.0
19.41076,-99.23206289000001,46,-0.39007485707397155,No significativo,50.0
19.420759999999998,-99.23206289,18,-0.26321542660137354,No significativo,50.0
19.440759999999997,-99.23206289000001,1,-0.17746784859674716,No significativo,50.0
19.22076,-99.22206289,1,-0.8522895412495944,No significativo,50.0
19.23076,-99.22206289,1,-0.8505276047152529,No significativo,50.0
19.270759999999996,-99.22206289,11,-0.3325182636188112,No significativo,50.0
19.28076,-99.22206289,49,-0.30785115213802855,No significativo,50.0
19.29076,-99.22206289,74,-0.06258958655767245,No significativo,50.0
19.30076,-99.22206289,13,-0.00046099368519470803,No significativo,50.0
19.31076,-99.22206289,83,-0.061820741524505146,No significativo,50.0
19.32076,-99.22206289,70,-0.05250588823805565,No significativo,50.0
19.330759999999998,-99.22206289,3,-0.03510337662194289,No significativo,50.0
19.340759999999996,-99.22206289,18,-0.1140381333604483,No significativo,50.0
19.35076,-99.22206289,25,-0.2990414694663203,No significativo,50.0
19.36076,-99.22206289,47,-0.3141941236616583,No significativo,50.0
19.370759999999994,-99.22206289,24,-0.21975432542094664,No significativo,50.0
19.38076,-99.22206289,17,-0.2924742514746833,No significativo,50.0
19.390759999999997,-99.22206289,17,-0.09994264108571528,No significativo,50.0
19.40076,-99.22206289,37,-0.3097732647209466,No significativo,50.0
19.410759999999996,-99.22206289,43,-0.22680207155831314,No significativo,50.0
19.420759999999998,-99.22206289,35,0.0917560538506551,No significativo,51.363498279241455
19.43076,-99.22206289,33,0.47679791782211445,No significativo,57.08523430567867
19.440759999999997,-99.22206289,24,0.3616847309117937,No significativo,55.37464818429109
19.450760000000002,-99.22206289,30,-0.1840121842957304,No significativo,50.0
19.47076,-99.22206289,2,-0.5736518636044241,No significativo,50.0
19.480759999999997,-99.22206289,11,-0.47699705943482557,No significativo,50.0
19.490759999999998,-99.22206289,4,-0.6249997283195232,No significativo,50.0
19.22076,-99.21206289,5,-0.82435026191932,No significativo,50.0
19.27076,-99.21206289,19,-0.4464568261729041,No significativo,50.0
19.28076,-99.21206289000001,37,-0.2676789991550392,No significativo,50.0
19.29076,-99.21206289,35,-0.21623045235226324,No significativo,50.0
19.300759999999997,-99.21206289000001,18,-0.04356067198678279,No significativo,50.0
19.310759999999995,-99.21206289,36,-0.15456267365030593,No significativo,50.0
19.32076,-99.21206289000001,22,0.047739675701829416,No significativo,50.70941330777953
19.330759999999998,-99.21206289,103,-0.08873031768535929,No significativo,50.0
19.340759999999996,-99.21206289000001,28,0.016985874375139043,No significativo,50.252410707631455
19.35076,-99.21206289000001,38,-0.02337848986614218,No significativo,50.0
19.36076,-99.21206289,12,0.16082396599684723,No significativo,52.389849952073995
19.370759999999997,-99.21206289000001,42,-0.043560671986782935,No significativo,50.0
19.38076,-99.21206289,30,0.1661097755998719,No significativo,52.46839727397444
19.390759999999997,-99.21206289000001,22,0.06311657636517459,No significativo,50.93791460785356
19.400760000000002,-99.21206289,57,0.16787171213421373,No significativo,52.49457971460793
19.41076,-99.21206289000001,1,0.23034037107905367,No significativo,53.4228662461587
19.420759999999998,-99.21206289,69,0.3703588800039376,No significativo,55.50354635356363
19.43076,-99.21206289000001,163,0.5244235962655306,No significativo,57.79295361007463
19.440759999999997,-99.21206289000001,99,0.6474388015722924,No significativo,59.620964010666924
19.45076,-99.21206289,65,0.36104402671748775,No significativo,55.365127296788
19.46076,-99.21206289000001,16,-0.24911993432664054,No significativo,50.0
19.47076,-99.21206289,8,-0.32707227796721006,No significativo,50.0
19.480759999999997,-99.21206289000001,37,-0.4706540879111958,No significativo,50.0
19.490759999999998,-99.21206289,18,-0.2694089004796654,No significativo,50.0
19.50076,-99.21206289000001,6,-0.4045059563076268,No significativo,50.0
19.510759999999998,-99.21206289000001,17,-0.3628235720094875,No significativo,50.0
19.21076,-99.20206289000001,1,-0.8152888740284201,No significativo,50.0
19.22076,-99.20206289,13,-0.8122684113981202,No significativo,50.0
19.230759999999997,-99.20206289000001,3,-0.8122684113981202,No significativo,50.0
19.27076,-99.20206289,12,-0.6008360272771236,No significativo,50.0
19.28076,-99.20206289000001,13,-0.3881954581040072,No significativo,50.0
19.300759999999997,-99.20206289000001,59,-0.3607092481682775,No significativo,50.0
19.310759999999995,-99.20206289,28,-0.33839138539995034,No significativo,50.0
19.32076,-99.20206289000001,12,-0.057976516358668774,No significativo,50.0
19.330759999999998,-99.20206289,57,0.16904633649044154,No significativo,52.51203467503025
19.340759999999996,-99.20206289000001,86,0.30530276181286164,No significativo,54.53681008401963
19.35076,-99.20206289000001,80,0.5340341591801212,No significativo,57.93576692262091
19.36076,-99.20206289,57,0.7049099678015451,No significativo,60.474987619693636
19.370759999999997,-99.20206289000001,76,0.7387391492609041,No significativo,60.977690479856506
19.38076,-99.20206289,95,0.7450821207845346,No significativo,61.07194726613706
19.390759999999997,-99.20206289000001,92,0.6839589406477371,No significativo,60.16365459834276
19.400760000000002,-99.20206289,83,0.5209637936162779,No significativo,57.741540817557976
19.41076,-99.20206289000001,33,0.6166850002456017,No significativo,59.16396141051885
19.420759999999998,-99.20206289,21,0.8953913247687335,No significativo,63.30554747436075
19.43076,-99.20206289000001,144,0.9219805488324345,No significativo,63.70066430573877
19.440759999999997,-99.20206289000001,87,0.9876527287488052,No significativo,64.67655527480497
19.45076,-99.20206289,90,0.591697536667666,No significativo,58.79264679789854
19.46076,-99.20206289000001,15,0.0727271392797653,No significativo,51.08072792039983
19.47076,-99.20206289,14,0.08810403994311064,No significativo,51.30922922047387
19.480759999999997,-99.20206289000001,60,-0.08296397993660481,No significativo,50.0
19.490759999999998,-99.20206289,33,-0.0445217282782417,No significativo,50.0
19.50076,-99.20206289000001,65,-0.2867079137259288,No significativo,50.0
19.510759999999998,-99.20206289000001,21,-0.37430133000462734,No significativo,50.0
19.11076,-99.19206289,1,-0.8787185892647191,No significativo,50.0
19.21076,-99.19206289,1,-0.8188127470971035,No significativo,50.0
19.22076,-99.19206289,1,-0.8082411278910536,No significativo,50.0
19.23076,-99.19206289,5,-0.8032070235072203,No significativo,50.0
19.260759999999998,-99.19206289,1,-0.7448114126547546,No significativo,50.0
19.270759999999996,-99.19206289,3,-0.6101994614310535,No significativo,50.0
19.28076,-99.19206289,14,-0.47229856200991466,No significativo,50.0
19.29076,-99.19206289,1,-0.2424993243188113,No significativo,50.0
19.30076,-99.19206289,49,-0.2719076468374591,No significativo,50.0
19.31076,-99.19206289,3,-0.3826656880577657,No significativo,50.0
19.32076,-99.19206289,12,-0.28670791372592874,No significativo,50.0
19.330759999999998,-99.19206289,9,-0.020655497040341572,No significativo,50.0
19.340759999999996,-99.19206289,126,0.3475892386370608,No significativo,55.165188659223226
19.35076,-99.19206289,70,1.0093726009357806,No significativo,64.99931336115955
19.36076,-99.19206289,148,0.9977438198091253,No significativo,64.82650925297855
19.370759999999994,-99.19206289,141,1.2038903943270969,No significativo,67.8898548070961
19.38076,-99.19206289,133,1.3250574144579765,No significativo,69.69040110912181
19.390759999999997,-99.19206289,90,1.732471354629588,No significativo,75.74458699714108
19.40076,-99.19206289,129,1.5982931108604945,No significativo,73.7506934412066
19.410759999999996,-99.19206289,144,1.4089798069244637,No significativo,70.93749089683355
19.420759999999998,-99.19206289,65,1.466554471523566,No significativo,71.79305249538
19.43076,-99.19206289,124,1.080554836923182,No significativo,66.05708396275227
19.440759999999997,-99.19206289,106,1.0770309638544988,No significativo,66.00471908148529
19.450760000000002,-99.19206289,59,0.5836887342388404,No significativo,58.673635704109984
19.460760000000004,-99.19206289,81,0.5188494697750681,No significativo,57.7101218887978
19.47076,-99.19206289,52,0.43866780410456735,No significativo,56.51861943658483
19.480759999999997,-99.19206289,108,0.2860816359836801,No significativo,54.25118345892708
19.490759999999998,-99.19206289,69,0.10200239246574967,No significativo,51.51575924169463
19.500759999999996,-99.19206289,14,-0.07527552960493222,No significativo,50.0
19.510759999999998,-99.19206289,18,-0.2504623621623295,No significativo,50.0
19.120759999999997,-99.18206289,1,-0.7994314452193454,No significativo,50.0
19.13076,-99.18206288999998,3,-0.7730023972042208,No significativo,50.0
19.21076,-99.18206289,2,-0.8364321124405197,No significativo,50.0
19.230759999999997,-99.18206289,8,-0.7971660982466204,No significativo,50.0
19.240759999999998,-99.18206288999998,1,-0.723668174242655,No significativo,50.0
19.25076,-99.18206289,6,-0.6567145859376727,No significativo,50.0
19.260759999999998,-99.18206289,8,-0.6179519821821567,No significativo,50.0
19.27076,-99.18206288999998,14,-0.4576157575570678,No significativo,50.0
19.28076,-99.18206289,14,-0.29305088524955863,No significativo,50.0
19.29076,-99.18206288999998,62,-0.20918270621489687,No significativo,50.0
19.300759999999997,-99.18206289,55,-0.2571073799489893,No significativo,50.0
19.310759999999995,-99.18206288999998,14,-0.2943963640576015,No significativo,50.0
19.32076,-99.18206289,2,-0.5235121839414449,No significativo,50.0
19.330759999999998,-99.18206288999998,7,-0.16407713093575077,No significativo,50.0
19.340759999999996,-99.18206289,44,0.11924226378638451,No significativo,51.77194435312379
19.35076,-99.18206289,99,0.8655985797335027,No significativo,62.862826205467314
19.36076,-99.18206288999998,52,1.0145623049096593,No significativo,65.07643254993454
19.370759999999997,-99.18206289,105,1.395140596327453,No significativo,70.73183972676692
19.38076,-99.18206288999998,118,1.3432435565886631,No significativo,69.96064783901706
19.390759999999997,-99.18206289,140,1.7578432407241074,No significativo,76.12161414226324
19.400760000000002,-99.18206288999998,221,2.0102166228612615,Hot Spot (95%),79.87189172972836
19.41076,-99.18206289,194,2.1976225996957806,Hot Spot (95%),82.65675132438066
19.420759999999998,-99.18206288999998,112,2.386149808870335,Hot Spot (95%),85.45827247216336
19.43076,-99.18206289,99,1.8910456427203355,No significativo,78.10100665415457
19.440759999999997,-99.18206289,85,1.3603503585766343,No significativo,70.21485553534941
19.45076,-99.18206288999998,76,0.9713147717940012,No significativo,64.43377264347632
19.46076,-99.18206289,94,0.6076510711058867,No significativo,59.029716896725354
19.47076,-99.18206288999998,82,0.6013080995822565,No significativo,58.935460110444815
19.480759999999997,-99.18206289,70,0.5590216227580572,No significativo,58.30708153524122
19.490759999999998,-99.18206288999998,34,0.03925034512727403,No significativo,50.583261548363645
19.50076,-99.18206289,26,-0.30080340600066197,No significativo,50.0
19.510759999999998,-99.18206289,2,-0.4954973930454129,No significativo,50.0
19.13076,-99.17206289,14,-0.7941456356163205,No significativo,50.0
19.14076,-99.17206288999999,6,-0.7941456356163205,No significativo,50.0
19.230759999999997,-99.17206288999999,3,-0.7760228598345207,No significativo,50.0
19.240759999999998,-99.17206289,14,-0.6884294435558223,No significativo,50.0
19.25076,-99.17206288999999,25,-0.6057786024903417,No significativo,50.0
19.260759999999998,-99.17206288999999,23,-0.5277408316238649,No significativo,50.0
19.27076,-99.17206289,39,-0.34661375589354454,No significativo,50.0
19.28076,-99.17206288999999,48,-0.15600425808749466,No significativo,50.0
19.29076,-99.17206289,37,-0.02417937010902497,No significativo,50.0
19.300759999999997,-99.17206288999999,31,0.06119446378225634,No significativo,50.909351945344305
19.310759999999995,-99.17206289,38,-0.2175118607408754,No significativo,50.0
19.32076,-99.17206288999999,11,-0.2674867878967474,No significativo,50.0
19.330759999999998,-99.17206289,38,-0.2592217037901992,No significativo,50.0
19.340759999999996,-99.17206288999999,63,0.011219536626384561,No significativo,50.16672272010369
19.35076,-99.17206288999999,24,0.2783931856520073,No significativo,54.13693280889006
19.36076,-99.17206289,104,0.7589213313815452,No significativo,61.27759843620369
19.370759999999997,-99.17206288999999,83,0.8849798816112603,No significativo,63.15083305243562
19.38076,-99.17206289,71,1.3663089075836807,No significativo,70.30339978912811
19.390759999999997,-99.17206288999999,95,1.648859457272649,No significativo,74.50211117798851
19.400760000000002,-99.17206289,155,2.3081440732135743,Hot Spot (95%),84.29910441866281
19.41076,-99.17206288999999,131,2.8251923580185565,Hot Spot (99%),91.98246063365225
19.420759999999998,-99.17206289,215,2.631058987143823,Hot Spot (99%),89.09763172021755
19.43076,-99.17206288999999,224,2.460151143312684,Hot Spot (95%),86.55793497876967
19.440759999999997,-99.17206288999999,152,2.2351037950626846,Hot Spot (95%),83.21372324331114
19.45076,-99.17206289,32,1.3554169362804778,No significativo,70.14154470157567
19.46076,-99.17206288999999,56,0.8319616095324346,No significativo,62.36297961155535
19.47076,-99.17206289,111,0.42159057307940956,No significativo,56.26485116582952
19.480759999999997,-99.17206288999999,21,0.23995093399364453,No significativo,53.56567955870497
19.490759999999998,-99.17206289,49,0.007535487509124455,No significativo,50.11197761696095
19.50076,-99.17206288999999,35,-0.23481087398713885,No significativo,50.0
19.510759999999998,-99.17206288999999,8,-0.27709735081133813,No significativo,50.0
19.52076,-99.17206289,16,-0.41356734419852675,No significativo,50.0
19.530759999999997,-99.17206288999999,8,-0.41356734419852664,No significativo,50.0
19.14076,-99.16206288999999,1,-0.7835740164102707,No significativo,50.0
19.15076,-99.16206289,1,-0.8522895412495944,No significativo,50.0
19.170759999999998,-99.16206289,1,-0.82586049323447,No significativo,50.0
19.18076,-99.16206288999999,3,-0.82586049323447,No significativo,50.0
19.190759999999997,-99.16206288999999,9,-0.766961471943621,No significativo,50.0
19.200760000000002,-99.16206289,18,-0.7095726819679219,No significativo,50.0
19.23076,-99.16206288999999,8,-0.7706531484917654,No significativo,50.0
19.240759999999998,-99.16206289,5,-0.7057284568020855,No significativo,50.0
19.25076,-99.16206288999999,7,-0.6101994614310535,No significativo,50.0
19.260759999999998,-99.16206288999999,21,-0.5545222669458578,No significativo,50.0
19.270759999999996,-99.16206289,19,-0.38185248658037724,No significativo,50.0
19.28076,-99.16206288999999,63,0.03812911278723871,No significativo,50.566599995233254
19.29076,-99.16206289,53,0.21111924524987197,No significativo,53.13723962106615
19.30076,-99.16206288999999,56,0.2894453330037868,No significativo,54.30116811831827
19.31076,-99.16206289,38,-0.07351359307059081,No significativo,50.0
19.32076,-99.16206288999999,70,-0.011845814368633365,No significativo,50.0
19.330759999999998,-99.16206289,36,-0.02337848986614218,No significativo,50.0
19.340759999999996,-99.16206288999999,23,0.3956420532100148,No significativo,55.87925522195459
19.35076,-99.16206288999999,35,0.39371994062709653,No significativo,55.850692559445335
19.36076,-99.16206289,52,0.653205139321047,No significativo,59.70665199819469
19.370759999999994,-99.16206288999999,90,1.028017092990086,No significativo,65.27637118749931
19.38076,-99.16206289,139,1.1439845521594811,No significativo,66.99965182555766
19.390759999999997,-99.16206288999999,101,1.6277162188605492,No significativo,74.18792189038672
19.40076,-99.16206289,103,2.199384536230122,Hot Spot (95%),82.68293376501414
19.410759999999996,-99.16206288999999,185,2.4388477288520085,Hot Spot (95%),86.2413654692921
19.420759999999998,-99.16206289,251,2.8213481328527195,Hot Spot (99%),91.92533530863373
19.43076,-99.16206288999999,221,3.364729360043682,Hot Spot (99%),100.0
19.440759999999997,-99.16206288999999,152,2.9904940401495175,Hot Spot (99%),94.43884960944814
19.450760000000002,-99.16206289,140,1.4816356625587699,No significativo,72.01715953968338
19.460760000000004,-99.16206288999999,99,1.1375775102164207,No significativo,66.90444295052681
19.47076,-99.16206289,67,0.6365468302690891,No significativo,59.45910892311448
19.480759999999997,-99.16206288999999,17,0.405733144270335,No significativo,56.02920920012817
19.490759999999998,-99.16206289,23,0.0674413296767402,No significativo,51.00218059849938
19.500759999999996,-99.16206288999999,52,-0.09449665543411392,No significativo,50.0
19.510759999999998,-99.16206288999999,27,-0.11932394296347325,No significativo,50.0
19.52076,-99.16206289,61,-0.3266451418376726,No significativo,50.0
19.530759999999997,-99.16206288999999,27,-0.3172481469878506,No significativo,50.0
19.19076,-99.15206289,1,-0.733358825181534,No significativo,50.0
19.200760000000002,-99.15206289,9,-0.7518591587921213,No significativo,50.0
19.21076,-99.15206289,8,-0.7706531484917654,No significativo,50.0
19.22076,-99.15206289,2,-0.7809311116087583,No significativo,50.0
19.230759999999997,-99.15206289,2,-0.8114446488625839,No significativo,50.0
19.240759999999998,-99.15206289,11,-0.7988441330412315,No significativo,50.0
19.25076,-99.15206289,4,-0.6937152531588472,No significativo,50.0
19.27076,-99.15206289,4,-0.2528787322665694,No significativo,50.0
19.28076,-99.15206289,7,-0.06822778346756571,No significativo,50.0
19.29076,-99.15206289,115,0.11501361610396464,No significativo,51.70910649560343
19.300759999999997,-99.15206289,68,0.09210844115752327,No significativo,51.368734767368146
19.310759999999995,-99.15206289,42,0.3187575498932886,No significativo,54.736748721584405
19.32076,-99.15206289,12,0.1872530140119717,No significativo,52.782586561576245
19.330759999999998,-99.15206289,64,0.6351372810416162,No significativo,59.43816297060769
19.340759999999996,-99.15206289,94,0.4638770499036089,No significativo,56.89322974103312
19.35076,-99.15206289,34,0.6541661956125058,No significativo,59.72093332944931
19.36076,-99.15206289,115,0.8857807618541432,No significativo,63.162734161814484
19.370759999999997,-99.15206289,80,1.1672963278446173,No significativo,67.34606565547762
19.38076,-99.15206289,128,1.4201280599053892,No significativo,71.10315433938723
19.390759999999997,-99.15206289,100,1.4452756995319012,No significativo,71.47684917388331
19.400760000000002,-99.15206289,131,1.9275657817957808,No significativo,78.64369724183041
19.41076,-99.15206289,147,2.6733454639680225,Hot Spot (99%),89.72601029542115
19.420759999999998,-99.15206289,138,3.2424509645603714,Hot Spot (99%),98.18293862003625
19.43076,-99.15206289,233,3.338544272471774,Hot Spot (99%),99.61088865150855
19.440759999999997,-99.15206289,235,2.7332513061356387,Hot Spot (99%),90.6162132769596
19.45076,-99.15206289,107,2.498913747068201,Hot Spot (95%),87.13394867270631
19.46076,-99.15206289,123,1.49813379556215,No significativo,72.2623223928878
19.47076,-99.15206289,70,1.226795569273538,No significativo,68.23022653533138
19.480759999999997,-99.15206289,63,0.6576900686811892,No significativo,59.773298210716284
19.490759999999998,-99.15206289,87,0.2594924119199789,No significativo,53.85606662754906
19.50076,-99.15206289,74,0.08506069502015647,No significativo,51.26400500483421
19.510759999999998,-99.15206289,40,-0.03786826164506347,No significativo,50.0
19.52076,-99.15206289,39,-0.08937102187966538,No significativo,50.0
19.530759999999997,-99.15206289,18,-0.28286368856009253,No significativo,50.0
19.54076,-99.15206289,26,-0.4791113832760357,No significativo,50.0
19.55076,-99.15206289,9,-0.5011607604772254,No significativo,50.0
19.56076,-99.15206289,2,-0.579692788865024,No significativo,50.0
19.190759999999997,-99.14206289,3,-0.7765262702729041,No significativo,50.0
19.200760000000002,-99.14206288999999,12,-0.8082411278910536,No significativo,50.0
19.22076,-99.14206288999999,2,-0.82586049323447,No significativo,50.0
19.23076,-99.14206289,3,-0.820574683631445,No significativo,50.0
19.240759999999998,-99.14206288999999,1,-0.831146302837495,No significativo,50.0
19.270759999999996,-99.14206288999999,5,-0.4690683450302883,No significativo,50.0
19.28076,-99.14206289,47,-0.10987355609745895,No significativo,50.0
19.29076,-99.14206288999999,15,0.09771460285770134,No significativo,51.45204253302014
19.30076,-99.14206289,64,0.23130142737051274,No significativo,53.43714757741333
19.31076,-99.14206288999999,50,0.09034650462318157,No significativo,51.34255232673466
19.32076,-99.14206289,76,0.5290687016742495,No significativo,57.861980044472
19.330759999999998,-99.14206288999999,85,0.6801147154819008,No significativo,60.10652927332425
19.340759999999996,-99.14206289,193,0.6551272519039645,No significativo,59.73521466070393
19.35076,-99.14206289,39,1.0107180797438229,No significativo,65.01930722491602
19.36076,-99.14206288999999,161,0.8300394969495168,No significativo,62.3344169490461
19.370759999999994,-99.14206289,106,1.1683313115431115,No significativo,67.3614455506749
19.38076,-99.14206288999999,156,1.2320813788765628,No significativo,68.30877385723183
19.390759999999997,-99.14206289,107,1.6546257950214036,No significativo,74.58779916551629
19.40076,-99.14206288999999,129,2.0214289462616164,Hot Spot (95%),80.03850726103234
19.410759999999996,-99.14206289,180,2.4734457553445357,Hot Spot (95%),86.7554933944587
19.420759999999998,-99.14206288999999,246,3.0274947073706917,Hot Spot (99%),94.9886808627513
19.43076,-99.14206289,196,3.349929093155212,Hot Spot (99%),99.78006749867873
19.440759999999997,-99.14206289,277,2.900154748752365,Hot Spot (99%),93.09640447151318
19.450760000000002,-99.14206288999999,114,2.4330813911032534,Hot Spot (95%),86.15567748176433
19.460760000000004,-99.14206289,238,1.691145934096848,No significativo,75.13048975319211
19.47076,-99.14206288999999,164,1.49813379556215,No significativo,72.2623223928878
19.480759999999997,-99.14206289,82,0.9607431525879507,No significativo,64.2766779996754
19.490759999999998,-99.14206288999999,72,0.793359181825495,No significativo,61.78934613949449
19.500759999999996,-99.14206289,7,0.2803152982349256,No significativo,54.16549547139932
19.510759999999998,-99.14206289,41,-0.027703243177708076,No significativo,50.0
19.52076,-99.14206288999999,50,-0.3270722779672099,No significativo,50.0
19.530759999999997,-99.14206289,26,-0.35013762896222783,No significativo,50.0
19.54076,-99.14206288999999,24,-0.4893306151752172,No significativo,50.0
