edge_u,edge_v,edge_key,accidentes_totales,severidad_total,muertos_totales,heridos_totales,accidentes_graves,distancia_prom_edge
270114790,3309036849,0,1,0,0,0,0,1.4310057544596797
270114801,270114785,0,2,3,0,1,0,0.47245159955220456
270114806,30956996,0,2,3,0,1,0,4.678055507010275
270114806,4751418017,0,1,0,0,0,0,3.9351918075843364
270114809,270115014,0,2,0,0,0,0,1.3522481600264928
270114810,270114750,0,1,0,0,0,0,0.22188583410042179
270114842,5842646036,0,1,0,0,0,0,2.7545668039665694
270114933,270114934,0,2,3,0,1,0,2.306427883334192
270115014,270114800,0,6,12,0,4,0,1.5328231681023976
270115017,8000764691,0,5,6,0,2,0,2.3901797224223884
270208045,268620195,0,5,9,0,3,0,0.16492075116691934
270208532,2741369090,0,2,3,0,1,0,0.2421256086417974
270208532,6146463688,0,1,0,0,0,0,2.476656708173072
270209594,268533462,0,22,34,1,8,1,1.5174837445652158
270209597,268619594,0,14,34,1,8,1,7.9917630175018095
270209822,268620410,0,1,3,0,1,0,3.274664528391288
270209824,270210333,0,1,3,0,1,0,0.4387965416186267
270210139,269992367,0,1,6,0,2,0,2.88417997848729
270210330,270210485,0,4,6,0,2,0,0.10836264669171135
270210331,270209822,0,3,3,0,1,0,1.3248204011433222
270210332,270209823,0,1,0,0,0,0,0.8562286297393339
270210336,270210493,0,1,0,0,0,0,1.5201082136064943
270210347,270210329,0,1,0,0,0,0,0.8273028790908562
270210481,11242622388,0,1,0,0,0,0,1.8897643017852344
270210482,268619578,0,2,0,0,0,0,2.795799695144394
270210486,270210331,0,5,6,0,2,0,0.8481010295961735
270210488,270212704,0,1,0,0,0,0,2.1955832134280624
270210845,270210347,0,2,13,1,1,1,0.9424153809159862
270210846,6145983456,0,1,6,0,2,0,1.8595607022242775
270210847,270210486,0,2,6,0,2,0,1.7526096986438215
270211064,7960982398,0,1,0,0,0,0,3.3244444425947917
270211069,270113613,0,6,6,0,2,0,1.392584996124863
270211208,270211209,0,1,3,0,1,0,2.1552554185248827
270211209,270211068,0,1,0,0,0,0,0.0028872572121165932
270211209,11154789049,0,5,9,0,3,0,1.6348508264806576
270211211,270211532,0,2,3,0,1,0,0.8676591818832982
270211703,270211212,0,2,0,0,0,0,1.696779525220611
270211851,270212094,0,1,3,0,1,0,0.7414132717331264
270211851,270213026,0,1,0,0,0,0,0.6018091885901756
270213478,270114779,0,1,3,0,1,0,4.911611091184627
270214262,268900072,0,1,0,0,0,0,1.7920218178534157
270214262,268900676,0,26,0,0,0,0,2.126868737590579
270214263,268900676,0,3,0,0,0,0,1.3024689809215677
270214684,3750570265,0,1,0,0,0,0,1.3442455584514303
270214685,49599661,0,10,3,0,1,0,5.803343218238764
270214904,270282138,0,3,0,0,0,0,1.244792175015206
270215117,270214685,0,1,0,0,0,0,6.563933119506144
270215117,270215233,0,4,12,0,4,0,2.3705547785918255
270215233,270215416,0,1,0,0,0,0,2.037309354806243
270215416,270215588,0,4,6,0,2,0,0.7415117778110609
270215591,1382788755,0,2,0,0,0,0,1.3689053425975621
270216006,270216166,0,1,0,0,0,0,1.7340922201003317
270216048,7876148071,0,23,12,0,4,0,3.895083705542052
270216152,270216006,0,1,6,0,2,0,0.39723524365576013
270217104,49592852,0,1,0,0,0,0,1.1149548423110132
270217144,270217420,0,1,0,0,0,0,3.4097439514928296
270217766,270290080,0,3,0,0,0,0,1.5828584249971696
270217766,8849186868,0,1,3,0,1,0,0.04647003518513279
270217768,270288330,0,4,6,0,2,0,1.2998330299769445
270217772,1382788782,0,5,3,0,1,0,1.320866776142809
270217774,270218016,0,1,0,0,0,0,1.6826507539920283
270217775,270214201,0,4,20,2,0,1,0.8919651884818917
270217775,270217776,0,2,12,0,4,0,1.0152846006404364
270217776,49599655,0,4,3,0,1,0,0.7721318728396627
270218016,270217775,0,1,0,0,0,0,1.7763678188332093
270218017,3772751004,0,3,0,0,0,0,0.3106265536202006
270218144,270214201,0,4,3,0,1,0,3.521414653106775
270218145,270218144,0,4,6,0,2,0,2.523948912578367
270218146,270218537,0,1,0,0,0,0,1.2457202115311703
270218230,7753928333,0,1,0,0,0,0,2.3702389173443015
270218481,270108937,0,8,3,0,1,0,4.218176088141896
270218538,270217774,0,3,13,1,1,1,0.43259371741293867
270218538,270218537,0,3,0,0,0,0,0.09132628236909228
270218539,3772751012,0,1,0,0,0,0,0.2495139577531505
270218545,270218721,0,1,3,0,1,0,1.2093942103906303
270218721,270218722,0,2,9,0,3,0,2.251298533430337
270218723,270218724,0,2,6,0,2,0,1.3384394832330213
270218724,270218725,0,1,0,0,0,0,1.3237650918818993
270218725,270218874,0,1,0,0,0,0,0.8847890776504661
270218727,270283541,0,1,0,0,0,0,2.3958614783802576
270218728,270283538,0,1,3,0,1,0,4.483294510751707
270218873,270217773,0,1,0,0,0,0,0.28715698338852125
270219059,270219060,0,2,0,0,0,0,2.2274694066037632
270219060,270214684,0,5,3,0,1,0,2.5198501720408264
270219060,270218721,0,1,6,0,2,0,3.3036673016940306
270219170,270105711,0,1,0,0,0,0,1.9035680184950974
270219299,270219300,0,2,3,0,1,0,0.3594885547044546
270219300,3750570262,0,4,3,0,1,0,2.0997066839538094
270219302,270219301,0,4,6,0,2,0,2.515656420899978
270219428,6099290579,0,2,0,0,0,0,0.4456219340180641
270220254,270283534,0,2,0,0,0,0,3.003294648220214
270278175,270218308,0,1,0,0,0,0,1.3593182622337983
270278690,6146109265,0,3,0,0,0,0,0.8867759253034556
270279575,1409454750,0,1,0,0,0,0,1.8073556454073916
270280172,270279575,0,1,3,0,1,0,1.5614113088111277
270281179,270278175,0,1,0,0,0,0,1.483757259668426
270281247,270279575,0,2,0,0,0,0,1.020936706969321
270281287,270281179,0,1,3,0,1,0,1.3916077849744566
270281681,270281690,0,1,0,0,0,0,1.6974813941557738
270281686,270281687,0,7,15,0,5,0,0.8196424247441861
270281687,270219302,0,1,0,0,0,0,2.2172958671665417
270281688,270219298,0,3,6,0,2,0,1.8510675649654438
270282418,270110515,0,1,3,0,1,0,0.9164872618510214
270282419,270112397,0,2,0,0,0,0,0.10201236061746544
270283174,270282531,0,1,0,0,0,0,0.4962871544086993
270283175,270283174,0,2,0,0,0,0,0.913582747493401
270283177,270283175,0,2,6,0,2,0,1.0881336145210045
270283537,270288704,0,2,3,0,1,0,4.156444713258925
270283537,1385932760,0,1,0,0,0,0,5.376936565651289
270283538,270288143,0,6,12,0,4,0,0.9426855626396239
270283541,270281687,0,1,3,0,1,0,3.7398497342512593
270283541,270283534,0,1,0,0,0,0,2.384262034577469
270284122,270284123,0,5,0,0,0,0,0.622628882731301
270284123,270284120,0,8,3,0,1,0,2.779471682404737
270284526,30381487,0,3,3,0,1,0,0.1931188880205407
270284526,270284750,0,1,0,0,0,0,2.456540158207937
270284527,270284528,0,3,3,0,1,0,0.15903487593561164
270284528,270284251,0,2,6,0,2,0,0.9663942212101373
270285527,270284526,0,2,9,0,3,0,0.2768366484116339
270285528,270285529,0,2,6,0,2,0,0.8247721689218764
270285528,270286219,0,1,0,0,0,0,1.0558406999970467
270285529,270285642,0,1,0,0,0,0,0.10276488568341909
270285532,5902574718,0,3,3,0,1,0,1.3256959621160875
270285533,270286214,0,2,0,0,0,0,0.27948083538547586
270285534,270278693,0,4,0,0,0,0,0.7160449209070432
270285534,270285867,0,2,3,0,1,0,0.3868041613709838
270285691,268900080,0,1,3,0,1,0,3.442585841847859
270285928,270285533,0,1,0,0,0,0,0.3935339375004067
270286213,270286575,0,1,0,0,0,0,0.033720515661061254
270286214,3308926481,0,1,3,0,1,0,0.6352276372613308
270286215,270285532,0,1,3,0,1,0,0.12489297526424377
270286219,270286220,0,1,0,0,0,0,2.650502465464084
270286219,270286646,0,3,3,0,1,0,1.3861403268380847
270286221,30381485,0,2,9,0,3,0,5.772868885135365
270286645,270287583,0,3,0,0,0,0,2.801370640180803
270286647,270286218,0,2,3,0,1,0,0.6869676728316237
270286647,270287724,0,1,0,0,0,0,3.402338048356007
270286650,270287536,0,5,6,0,2,0,0.4586478603465099
270286652,270286213,0,1,3,0,1,0,0.7016469960608135
270286653,268900082,0,1,0,0,0,0,0.5130692650154172
270286653,270288112,0,1,0,0,0,0,0.10517358691053431
270287663,270287664,0,1,0,0,0,0,0.017673245176578697
270288439,270217768,0,1,3,0,1,0,0.15473694354469317
270288704,1385932801,0,1,0,0,0,0,1.3239403596053478
270288705,270288704,0,1,0,0,0,0,0.06342283290187391
270288764,270290080,0,1,3,0,1,0,3.8585219254167034
270288764,1385861099,0,1,0,0,0,0,0.03983964907733789
270290399,270281690,0,5,18,0,6,0,2.878355734950592
270457364,270458163,0,1,0,0,0,0,0.08749772045116198
270457368,270618895,0,1,3,0,1,0,0.6146682662796108
270458095,270457979,0,3,0,0,0,0,3.160483415296612
270458097,270458098,0,1,3,0,1,0,16.278927335300835
270458132,270458732,0,2,0,0,0,0,2.14507988357381
270458975,7992932450,0,3,3,0,1,0,3.3815562975630127
270458975,9000012425,0,1,0,0,0,0,0.4059942896570345
270459761,270461871,0,4,9,0,3,0,0.24005283151613124
270459762,270459763,0,1,0,0,0,0,2.0968033492970837
270459763,270459764,0,2,3,0,1,0,3.4651103698265424
270459764,270458132,0,1,0,0,0,0,0.36634696190947164
270460408,1865890114,0,1,0,0,0,0,1.1332704851769109
270460765,30381473,0,2,0,0,0,0,7.5140114278981756
270461124,270456783,0,1,0,0,0,0,1.4486478450281968
270461543,269341591,0,1,0,0,0,0,0.2787589255942518
270461546,270461543,0,1,0,0,0,0,5.283957478556515
270461870,270457977,0,1,0,0,0,0,1.811179273779417
270461870,270461869,0,1,0,0,0,0,5.126030729929439
270461871,269341575,0,1,0,0,0,0,2.7102490708625817
270462193,12912266093,0,13,19,1,3,1,4.132846851556485
270462198,269341161,0,4,9,0,3,0,0.859976342678738
270465317,270622430,0,1,3,0,1,0,3.400177583664783
270467136,270467841,0,1,6,0,2,0,0.5006362261901084
270467434,270466950,0,4,3,0,1,0,2.8003822859975265
270467641,1937435333,0,4,27,0,9,0,0.3735117282123791
270467722,270465039,0,3,9,0,3,0,7.2653707216757395
270470782,270622454,0,1,0,0,0,0,0.9375180931356848
270470786,270620437,0,1,0,0,0,0,3.1384569561556095
270470788,270619070,0,1,0,0,0,0,2.7207342421604253
270480400,271376224,0,6,12,0,4,0,4.555240258546664
270480856,271485967,0,2,3,0,1,0,3.8684099666237493
270480860,270480400,0,3,6,0,2,0,3.1713955186280622
270482282,7928457661,0,3,0,0,0,0,2.2760636454576946
270483631,271004804,0,1,3,0,1,0,44.73037990340617
270484415,271026561,0,10,18,0,6,0,0.7306116107112508
270484752,30384650,0,10,41,2,7,2,6.656686114654417
270486434,290871225,0,2,0,0,0,0,1.017889603068938
270486436,274822388,0,3,0,0,0,0,6.562945919720779
270486913,30627933,0,8,12,0,4,0,0.8207515718274526
270486915,30627932,0,3,3,0,1,0,1.9889907738727703
270486921,270990547,0,1,3,0,1,0,7.710186246968329
270486922,30627925,0,4,3,0,1,0,1.6767647996911794
270487511,271026905,0,3,12,0,4,0,0.1545174480316404
270487513,268523631,0,21,51,0,17,0,0.39501203136757973
270488607,271036939,0,1,0,0,0,0,0.05825124174424039
270488608,270487512,0,2,9,0,3,0,8.083652217120147
270488609,271032673,0,1,0,0,0,0,7.856617963961913
270490864,274179178,0,1,0,0,0,0,3.137882902904759
270491261,274178361,0,1,0,0,0,0,0.8452562924853058
270491432,274183732,0,3,10,1,0,1,3.034850283528648
270491555,2973804893,0,3,6,0,2,0,0.5836953065492188
270492550,274284087,0,1,0,0,0,0,0.08242773645889094
270494050,884185235,0,2,0,0,0,0,0.35222071864901155
270494054,276818188,0,6,0,0,0,0,3.104921064536487
270494057,270494058,0,3,9,0,3,0,1.8385169502625434
270494059,270494060,0,1,0,0,0,0,3.6623557208145794
270494059,291012316,0,1,0,0,0,0,5.62801020361212
270494060,270494061,0,6,6,0,2,0,0.35301640361266884
270494060,270600270,0,2,0,0,0,0,3.863040387864975
270494063,30627643,0,2,0,0,0,0,2.730856855991288
270494064,277254011,0,4,3,0,1,0,6.612862897306239
270494069,270494070,0,5,0,0,0,0,4.348726388115035
270494418,270499538,0,8,9,0,3,0,8.130497417347406
270494422,30339787,0,2,3,0,1,0,1.4412720950295363
270494874,30384659,0,3,0,0,0,0,3.0592923110401675
270499534,2468521710,0,3,13,1,1,1,0.3285952732060891
270499539,270499541,0,1,0,0,0,0,0.11787476218481294
270499547,274183732,0,1,3,0,1,0,1.7050676072137667
270500538,270500622,0,2,0,0,0,0,2.2320302315769016
270500551,274192462,0,1,3,0,1,0,1.2652706307855555
270500597,270500620,0,10,18,0,6,0,3.0596020460938966
270500621,270500622,0,3,12,0,4,0,0.9524386718178633
270501119,276476406,0,2,6,0,2,0,6.141510212781314
270501119,276683183,0,1,3,0,1,0,3.454523014207177
270501126,270501304,0,1,0,0,0,0,0.08334366996428218
270503615,30340930,0,9,3,0,1,0,6.9766174315287195
270503706,276497088,0,1,0,0,0,0,1.367217481359879
270503706,276502444,0,3,3,0,1,0,1.3625353601444672
270503708,276485949,0,1,0,0,0,0,1.7877819572567575
270503760,270503708,0,2,0,0,0,0,0.36022004702517874
270504422,30759081,0,2,3,0,1,0,3.775464017954049
270504422,275408934,0,2,3,0,1,0,8.46387523738198
270504680,30385344,0,1,0,0,0,0,4.5595637057697935
270505033,270505034,0,4,0,0,0,0,1.7648460599851226
270505034,276687829,0,2,0,0,0,0,0.9359864611154411
270505265,277240909,0,1,0,0,0,0,1.8352670229613444
270505838,290840924,0,2,0,0,0,0,2.2768761449855104
270507217,274293090,0,1,0,0,0,0,2.2104374195289354
270507476,270507749,0,5,0,0,0,0,6.959114524025269
270507589,2969575003,0,1,10,1,0,1,8.693474414778432
270507656,270507479,0,14,26,2,2,2,0.7374210237231432
270507657,274819094,0,1,0,0,0,0,1.5641612576964024
270507657,7890754185,0,1,0,0,0,0,4.540583135821165
270507757,270507589,0,29,22,1,4,1,4.961978496739008
270507779,274328169,0,4,3,0,1,0,0.7837489453197589
270508267,290870201,0,1,0,0,0,0,2.3339301029752595
270512078,270512305,0,2,3,0,1,0,1.0768645702974633
270513124,276840555,0,13,3,0,1,0,2.316674280113104
270569966,270575136,0,9,3,0,1,0,3.2707429137351216
270571540,270571574,0,5,3,0,1,0,1.4201627237099779
270571541,5331793486,0,1,3,0,1,0,10.595538256609998
270571732,270571541,0,4,6,0,2,0,3.7195254788674554
270571732,270571574,0,3,3,0,1,0,1.9634014220984624
270575130,30595070,0,3,0,0,0,0,0.5871439792848234
270575131,276476405,0,2,0,0,0,0,5.831103176318728
270575133,270600993,0,5,13,1,1,1,6.385780029111109
270575133,276509835,0,3,13,1,1,1,2.0859616846963474
270586673,270586674,0,1,10,1,0,1,2.238156987332822
270591662,270591663,0,1,0,0,0,0,0.34324141969617383
270591684,274820774,0,1,3,0,1,0,1.1230784071888733
270592416,270592418,0,12,3,0,1,0,2.5062842344119174
270592418,270592501,0,2,3,0,1,0,1.0619198323391932
270592505,683465042,0,1,0,0,0,0,2.8813141496699495
270593377,270592416,0,3,0,0,0,0,0.3545607478273012
270594664,1404442441,0,2,6,0,2,0,1.2792539356866643
270594664,8086129757,0,1,0,0,0,0,11.328252938960336
270594759,274330773,0,7,0,0,0,0,10.725883167007193
270596504,4507156259,0,6,0,0,0,0,4.296340963650004
270596505,2285148488,0,1,0,0,0,0,2.7408860678119993
270596575,8327238879,0,1,0,0,0,0,10.814967631400654
270597734,276726784,0,4,0,0,0,0,15.802651552285472
270597734,8079155376,0,2,3,0,1,0,7.027055414697244
270597739,8079154070,0,1,0,0,0,0,0.7444559839293586
270597745,372467414,0,1,0,0,0,0,1.4420074921294996
270597745,8205252867,0,18,15,0,5,0,3.816278829619296
270597746,270597745,0,2,0,0,0,0,0.3645994762455824
270597749,372470430,0,2,0,0,0,0,2.988371438839149
270597756,6143695975,0,1,0,0,0,0,3.8338274458533124
270598136,270598686,0,4,0,0,0,0,0.7031570903793132
270598519,508033067,0,1,0,0,0,0,0.13060202169714782
270598686,270598136,0,7,15,0,5,0,0.5572973965263691
270598688,270598691,0,1,0,0,0,0,9.538402147828995
270598691,6166501200,0,1,0,0,0,0,0.8191641214727746
270598692,538966032,0,1,0,0,0,0,9.41267247492924
270598694,5253211168,0,1,0,0,0,0,12.020557575993292
270598748,471467929,0,2,0,0,0,0,0.16047603373897107
270598958,471737381,0,1,6,0,2,0,0.0923958910334694
270599346,270599347,0,4,13,1,1,1,5.922091008337046
270599347,370396412,0,1,0,0,0,0,3.8834865259853
270600270,8085860763,0,5,3,0,1,0,7.976679002833561
270600825,270501308,0,1,0,0,0,0,1.3003217559680809
270600993,276501713,0,1,0,0,0,0,4.339504653793222
270600993,276689257,0,2,0,0,0,0,3.886952780808822
270601313,6096082152,0,1,0,0,0,0,0.40953840601025154
270601381,276508433,0,1,0,0,0,0,0.4242058615302528
270601483,276501337,0,5,12,0,4,0,8.793281751886799
270602111,304157625,0,2,0,0,0,0,4.368898446990409
270602111,4552571575,0,4,0,0,0,0,1.15514597008038
270602363,268803943,0,9,0,0,0,0,2.266791448915691
270602641,8038338163,0,1,0,0,0,0,6.638675474497558
270602646,270596501,0,7,0,0,0,0,5.093989241577447
270604783,270604785,0,1,0,0,0,0,1.1591807823542246
270605165,270607341,0,1,0,0,0,0,2.281896726874183
270606079,270605966,0,1,0,0,0,0,1.8061575065564281
270606499,270605165,0,2,0,0,0,0,0.3170848317847526
270606499,1006287015,0,17,6,0,2,0,2.1126973150361774
270607229,274970944,0,11,12,0,4,0,0.5639347563469181
270607271,4089993817,0,2,0,0,0,0,0.9035692152332766
270607820,270607844,0,1,0,0,0,0,0.1712005797637365
270607820,276071362,0,1,3,0,1,0,0.04784689933940959
270607820,276075267,0,1,3,0,1,0,1.112037014381799
270607844,276075594,0,1,0,0,0,0,0.011956284913674432
270608670,8815176942,0,3,0,0,0,0,3.0279546042919
270608816,274925562,0,1,0,0,0,0,5.991068526874622
270609351,345215349,0,4,3,0,1,0,1.2407842403438727
270609351,7746694790,0,2,3,0,1,0,2.1572242469344465
270609375,7952318584,0,1,0,0,0,0,2.423843248638819
270610135,270610138,0,3,0,0,0,0,4.032089492684786
270610293,274851889,0,5,0,0,0,0,1.5200630771551629
270610295,274915594,0,2,0,0,0,0,1.9707043640924011
270610522,1171930007,0,1,0,0,0,0,2.4641970079017783
270613051,270613134,0,1,0,0,0,0,2.5480280893537577
270613062,270613135,0,1,10,1,0,1,0.5482537193208864
270613062,11154789034,0,2,0,0,0,0,3.5021676135868254
270613135,270467138,0,1,0,0,0,0,4.538629763531112
270613135,270613134,0,1,0,0,0,0,0.5443078282262551
270613167,270613062,0,2,3,0,1,0,0.8318940387545565
270613199,270470002,0,1,6,0,2,0,2.8704389215387485
270613201,270618409,0,1,0,0,0,0,1.621824225262086
270613202,270616619,0,1,3,0,1,0,6.267801938260714
270613331,7989826200,0,1,0,0,0,0,2.0893702284676143
270615266,268532918,0,1,0,0,0,0,0.6992006825302104
270616314,270616315,0,1,0,0,0,0,0.5121813910577157
270616314,1937435338,0,1,0,0,0,0,1.968224028372542
270616560,270616583,0,1,0,0,0,0,3.177146393270514
270616583,269341571,0,1,0,0,0,0,5.006125953666409
270616678,270613329,0,1,0,0,0,0,2.3534548447991086
270618375,270618373,0,1,0,0,0,0,1.7960543923405907
270618375,270618379,0,2,9,0,3,0,1.1551535121197376
270618411,270618821,0,1,10,1,0,1,3.014901741306383
270618821,270618411,0,1,3,0,1,0,2.7911438360318432
270618874,270618883,0,1,0,0,0,0,0.5488893051091204
270618883,268900452,0,1,0,0,0,0,0.8430371743002498
270618887,268533473,0,3,0,0,0,0,0.8745722465497963
270618890,270618891,0,1,3,0,1,0,0.5253805751001345
270618891,270618878,0,1,0,0,0,0,1.3164835865366253
270618891,270618892,0,3,0,0,0,0,1.6119306641164466
270618893,270618911,0,1,3,0,1,0,1.5193424760624938
270618894,270470135,0,4,12,0,4,0,1.7182942662619922
270618894,270619129,0,1,0,0,0,0,2.2049539747928515
270618895,270621855,0,8,9,0,3,0,2.263630042224623
270618910,270618886,0,1,3,0,1,0,1.1359428158572498
270618911,270618912,0,2,0,0,0,0,0.8040948758609272
270618912,270618887,0,4,9,0,3,0,0.7930578010096089
270618914,270620341,0,1,0,0,0,0,2.474401669656675
270618919,270619028,0,1,0,0,0,0,0.027496476619506844
270618986,270622040,0,5,9,0,3,0,3.720013176566509
270618991,270618912,0,3,0,0,0,0,0.7694298581132916
270618991,270618992,0,6,9,0,3,0,1.0131593133338637
270619055,270613199,0,1,3,0,1,0,3.740725717797567
270619057,270619058,0,2,3,0,1,0,0.19589067112265204
270619058,270618991,0,2,0,0,0,0,1.0221422363626367
270619058,270619057,0,4,6,0,2,0,0.07773963049728794
270619059,270619060,0,2,0,0,0,0,0.6885280328272643
270619069,270619145,0,1,3,0,1,0,4.566649196020253
270619126,270620345,0,1,3,0,1,0,0.017141996591682956
270619127,270619069,0,1,3,0,1,0,1.839330966146602
270619128,270470135,0,1,3,0,1,0,2.09320182347482
270619128,270619129,0,8,3,0,1,0,1.3298534755321656
270619129,270613216,0,1,0,0,0,0,0.8024964212430691
270619144,270620343,0,1,0,0,0,0,0.7374212569464257
270619145,5844352580,0,2,0,0,0,0,5.617216707323461
270619146,270620842,0,2,10,1,0,1,0.7897297865152465
270619147,270620253,0,1,0,0,0,0,0.22951136283473114
270619181,270619146,0,1,0,0,0,0,0.627741797453982
270620307,270620320,0,1,0,0,0,0,1.8707537264140468
270620307,270620714,0,2,0,0,0,0,1.5992723050622175
270620326,270620338,0,2,3,0,1,0,2.2857245796456227
270620339,270620340,0,9,12,0,4,0,2.2360776098359776
270620345,270620575,0,1,0,0,0,0,2.4925977750526296
270620346,270619182,0,1,0,0,0,0,0.607950556020706
270620434,270620435,0,1,3,0,1,0,5.173421998162358
270620579,270620580,0,1,0,0,0,0,1.9195857588799263
270620581,270621794,0,1,0,0,0,0,0.668281449295798
270620582,270620583,0,1,0,0,0,0,2.3227838571431803
270620714,270621801,0,3,0,0,0,0,2.2751040698184055
270620721,270620720,0,2,6,0,2,0,0.869768295066881
270620842,270619146,0,2,0,0,0,0,1.0406525242718272
270621237,270621238,0,1,0,0,0,0,1.5791666693893356
270621238,270621239,0,2,0,0,0,0,2.7780612885605924
270621239,3641621624,0,1,0,0,0,0,1.3684465423287844
270621793,270620582,0,1,0,0,0,0,5.809592629739941
270621793,270621446,0,3,0,0,0,0,0.2181423443396359
270621795,270621794,0,1,0,0,0,0,1.7769634999062456
270621847,270621849,0,1,6,0,2,0,1.9494381360828918
270621850,270621851,0,2,6,0,2,0,2.990952974550762
270621852,270622035,0,1,0,0,0,0,1.6568901034632388
270621855,270621856,0,1,0,0,0,0,1.704810602082901
270621863,268523024,0,2,3,0,1,0,3.056427973040563
270622036,270622037,0,1,0,0,0,0,2.461191122930591
270622044,270622045,0,1,3,0,1,0,1.3737419211958142
270622342,270622393,0,1,3,0,1,0,4.565559554337997
270622446,270468242,0,4,12,0,4,0,2.5892311631835128
270748282,1141241323,0,1,0,0,0,0,4.222966798678947
270749564,270609373,0,1,0,0,0,0,0.9887200560741336
270933700,270933701,0,4,6,0,2,0,1.4486199413942684
270933701,268523627,0,1,0,0,0,0,3.9090278888081396
270933760,271046305,0,1,3,0,1,0,5.082049093307837
270933946,270934257,0,3,0,0,0,0,0.044974700449653994
270934104,270934195,0,1,6,0,2,0,4.286162260010046
270934106,8887174458,0,1,3,0,1,0,2.5089887382829095
270934166,386285428,0,1,0,0,0,0,1.741991185151876
270934201,270934203,0,15,9,0,3,0,0.9705422973980989
270934203,270934257,0,3,0,0,0,0,3.3607755036569587
270934257,268902383,0,4,0,0,0,0,6.78212269633481
270934257,270933946,0,2,0,0,0,0,0.09611321735359185
270937900,6364355240,0,2,3,0,1,0,3.4015946618863766
270937901,271046154,0,2,3,0,1,0,1.261876845589543
270937906,1420632062,0,1,0,0,0,0,1.3118129730601205
270938002,270938181,0,1,0,0,0,0,3.2415464146656605
270938181,270938704,0,1,6,0,2,0,0.3056418328425721
270938182,6364355243,0,4,16,1,2,1,4.131872393914877
270938183,268523630,0,11,9,0,3,0,0.48151719345837934
270938183,271042290,0,1,0,0,0,0,1.7033397542442232
270938184,270938185,0,7,12,0,4,0,1.3516825197909366
270938185,271045053,0,1,3,0,1,0,5.772373425101671
270938265,1402648690,0,3,3,0,1,0,1.6978356449211907
270938269,270938264,0,4,15,0,5,0,2.1379477107544016
270938269,270938268,0,1,0,0,0,0,0.4122717839199585
270938298,270938266,0,2,0,0,0,0,1.5705472267910143
270938298,270938830,0,1,0,0,0,0,1.2379857321052024
270938799,13126375616,0,1,0,0,0,0,3.509856590651506
270938802,270938801,0,1,0,0,0,0,0.30169574458463166
270938802,270938803,0,1,0,0,0,0,1.3555161005874112
270939438,270938269,0,1,0,0,0,0,1.1167678359760576
270939438,270939684,0,2,0,0,0,0,2.026219778546143
270939441,270939442,0,1,0,0,0,0,2.544107380414763
270939643,270937900,0,2,0,0,0,0,4.53410648498662
270939643,270939644,0,1,3,0,1,0,0.8591117235936768
270939644,271046209,0,1,0,0,0,0,4.739680745349651
270939651,270939655,0,1,3,0,1,0,0.3786144568671555
270939660,270618984,0,1,0,0,0,0,6.752893777794555
270939717,271053228,0,1,3,0,1,0,0.4070118737130635
270940153,270940429,0,2,3,0,1,0,0.4220695566036326
270940154,270622706,0,1,0,0,0,0,0.11478554650514186
270940154,270943059,0,1,0,0,0,0,2.37136294689065
270940272,7865934189,0,1,0,0,0,0,1.3646671991371142
270940273,270941085,0,2,3,0,1,0,0.9093692033673622
270940274,270208267,0,1,0,0,0,0,0.059829258043124056
270940701,270940775,0,2,0,0,0,0,3.2615920858153444
270940702,268523629,0,6,0,0,0,0,5.005218303345334
270940704,271036144,0,4,12,0,4,0,2.1409784815842334
270940780,270940921,0,11,31,1,7,1,2.472855877035005
270940780,11110999749,0,1,0,0,0,0,6.819194809703442
270940921,270940704,0,1,3,0,1,0,4.485211314601886
270941086,270940272,0,2,0,0,0,0,0.9035829765785468
270941373,270940923,0,1,0,0,0,0,2.826786757038405
270941644,270940153,0,2,3,0,1,0,1.030924684754443
270942891,270942892,0,1,0,0,0,0,0.06475673699770683
270942892,270940955,0,2,6,0,2,0,3.163700467525474
270942960,270942961,0,1,0,0,0,0,1.965355022690624
270943229,270944292,0,3,9,0,3,0,1.0928753749903202
270943229,271036984,0,1,0,0,0,0,2.8833856398137163
270943230,270943773,0,1,0,0,0,0,6.341036097855648
270943231,270943772,0,2,13,1,1,1,2.1357970963651876
270943232,270943233,0,1,3,0,1,0,0.015480543397393217
270943247,270933700,0,2,3,0,1,0,3.9622253180619915
270943302,270943501,0,2,0,0,0,0,2.6315427070638178
270943303,270940702,0,1,0,0,0,0,0.019777699896649757
270943304,270940921,0,1,0,0,0,0,1.2548723656596361
270943304,270943305,0,1,6,0,2,0,0.472704031730814
270943499,270943247,0,4,3,0,1,0,3.6105492148567766
270943577,270938315,0,3,12,0,4,0,0.4842083540700924
270943771,270943232,0,2,3,0,1,0,1.774541422144845
270943771,270943772,0,2,3,0,1,0,0.3989500930679671
270973651,7944771408,0,6,21,0,7,0,0.886536869510803
270977797,270973651,0,1,0,0,0,0,0.9232684017460282
270977800,270977994,0,1,3,0,1,0,2.6880334972930497
270977994,270978923,0,1,3,0,1,0,2.4259340842990684
270977994,270979376,0,16,33,0,11,0,4.169892764715642
270978274,269963908,0,2,0,0,0,0,0.08176874753921938
270978274,274179833,0,1,0,0,0,0,4.606602099346707
270978609,274180301,0,2,3,0,1,0,3.7325351659433728
270978752,270980131,0,3,6,0,2,0,1.3770982105237293
270978923,269998802,0,1,3,0,1,0,0.6809475204108151
