id,latitud,longitud,cluster_dbscan,riesgo_cluster
5448,19.48229,-99.19765,263,50.26761819803747
5449,19.45782,-99.16874,-1,0.0
5450,19.50749,-99.17536,-1,0.0
5452,19.47111,-99.17576,-1,0.0
5453,19.47899,-99.18869,12,51.30835563484984
5454,19.473,-99.16138,136,50.431162652393695
5455,19.48757,-99.19555,-1,0.0
5456,19.46963,-99.17195,-1,0.0
5457,19.47757,-99.19314,-1,0.0
5918,19.49356,-99.19536,-1,0.0
5919,19.47907,-99.2046,-1,0.0
5920,19.47585,-99.15222,2,51.858459708593514
5921,19.45898,-99.1902,20,50.59470710674992
5922,19.4704,-99.17845,0,51.45703241153732
5923,19.49046,-99.16032,-1,0.0
5924,19.47441,-99.1819,-1,0.0
5925,19.5041,-99.2063,-1,0.0
5926,19.48987,-99.19469,16,50.460898007731195
5927,19.46819,-99.17616,0,51.45703241153732
5928,19.47364,-99.15899,136,50.431162652393695
5929,19.47572,-99.20033,-1,0.0
5930,19.49046,-99.16032,-1,0.0
5931,19.49917,-99.17211,-1,0.0
5932,19.47203,-99.18931,262,50.32708890871246
5933,19.47311,-99.14589,2,51.858459708593514
5934,19.49086,-99.2075,-1,0.0
5935,19.46421,-99.17234,-1,0.0
5936,19.4944,-99.18188,-1,0.0
5937,19.46514,-99.16849,-1,0.0
5938,19.49006,-99.20765,-1,0.0
5939,19.4907,-99.17347,-1,0.0
6019,19.46527,-99.15194,-1,0.0
6020,19.47347,-99.21345,-1,0.0
6021,19.5007,-99.17522,-1,0.0
6022,19.49955,-99.18982,-1,0.0
6023,19.46819,-99.17616,0,51.45703241153732
6024,19.46819,-99.17616,0,51.45703241153732
6025,19.49204,-99.15302,-1,0.0
6026,19.47513,-99.17532,275,50.25275052036872
6027,19.47584,-99.21701,-1,0.0
6028,19.46506,-99.18046,-1,0.0
6029,19.50877,-99.20535,-1,0.0
6030,19.47812,-99.20111,274,50.26761819803747
6031,19.47843,-99.18701,12,51.30835563484984
6032,19.48416,-99.17433,-1,0.0
6033,19.46284,-99.18096,-1,0.0
6034,19.47147,-99.1661,24,50.282485875706215
6035,19.46781,-99.15931,-1,0.0
6036,19.46531,-99.17327,-1,0.0
7004,19.48229,-99.19766,263,50.26761819803747
7005,19.49618,-99.15895,-1,0.0
7006,19.48705,-99.17368,-1,0.0
7007,19.49983,-99.15807,-1,0.0
7008,19.48416,-99.17433,-1,0.0
7009,19.47368,-99.15258,2,51.858459708593514
7010,19.5107,-99.19176,-1,0.0
7011,19.4706,-99.17864,0,51.45703241153732
7012,19.50929,-99.20411,-1,0.0
7013,19.46416,-99.1458,1,55.75379125780553
7014,19.48365,-99.15694,-1,0.0
7015,19.4784,-99.16332,-1,0.0
7016,19.46443,-99.19001,-1,0.0
7017,19.46862,-99.18966,-1,0.0
7018,19.49678,-99.18479,-1,0.0
7019,19.49623,-99.19926,13,50.460898007731195
7020,19.46416,-99.1458,1,55.75379125780553
7021,19.48518,-99.20865,-1,0.0
7022,19.48987,-99.19469,16,50.460898007731195
7023,19.48114,-99.17467,-1,0.0
7024,19.4874,-99.21716,-1,0.0
7459,19.46046,-99.16839,-1,0.0
7461,19.46501,-99.17985,-1,0.0
7462,19.48008,-99.1886,12,51.30835563484984
7463,19.49744,-99.16469,-1,0.0
7464,19.47946,-99.18079,-1,0.0
7465,19.47409,-99.14894,2,51.858459708593514
7466,19.49174,-99.20061,-1,0.0
7467,19.48509,-99.18931,-1,0.0
7468,19.47228,-99.17564,-1,0.0
7469,19.47513,-99.17532,275,50.25275052036872
7470,19.49372,-99.18925,-1,0.0
7471,19.48248,-99.15181,-1,0.0
7472,19.48244,-99.21433,-1,0.0
7474,19.47641,-99.18364,11,50.34195658638121
7940,19.47313,-99.15165,2,51.858459708593514
7932,19.4883,-99.19286,16,50.460898007731195
7933,19.43584,-99.20806,21,52.4085637823372
7934,19.47047,-99.16932,24,50.282485875706215
7935,19.49585,-99.19901,13,50.460898007731195
7936,19.46327,-99.15959,-1,0.0
7937,19.49619,-99.15895,-1,0.0
7938,19.48374,-99.20335,-1,0.0
7939,19.4874,-99.21716,-1,0.0
8048,19.48185,-99.16536,-1,0.0
8049,19.50328,-99.17377,-1,0.0
8050,19.48705,-99.17369,-1,0.0
8051,19.46729,-99.14368,1,55.75379125780553
8052,19.45918,-99.16953,-1,0.0
8053,19.46782,-99.18972,-1,0.0
8054,19.45782,-99.16874,-1,0.0
8055,19.47409,-99.14893,2,51.858459708593514
8056,19.50908,-99.21078,-1,0.0
8057,19.4952,-99.15418,22,50.386559619387455
8059,19.46045,-99.17903,-1,0.0
8060,19.47464,-99.19612,-1,0.0
8061,19.46967,-99.18863,262,50.32708890871246
8062,19.5007,-99.17523,-1,0.0
8063,19.48899,-99.16561,-1,0.0
8064,19.47899,-99.18869,12,51.30835563484984
8065,19.46819,-99.17616,0,51.45703241153732
8066,19.48737,-99.21729,-1,0.0
8067,19.50068,-99.17522,-1,0.0
8068,19.47843,-99.18701,12,51.30835563484984
8069,19.47361,-99.15796,136,50.431162652393695
8070,19.49462,-99.15398,22,50.386559619387455
8162,19.47967,-99.20013,274,50.26761819803747
8163,19.46408,-99.15785,-1,0.0
8164,19.48727,-99.20815,-1,0.0
8165,19.48759,-99.16103,-1,0.0
8166,19.48241,-99.18608,12,51.30835563484984
8167,19.46099,-99.18221,-1,0.0
8168,19.4771,-99.20513,-1,0.0
8169,19.49137,-99.19589,16,50.460898007731195
8170,19.49137,-99.19589,16,50.460898007731195
8171,19.49349,-99.15961,-1,0.0
8172,19.4827,-99.18193,10,50.26761819803747
8173,19.49623,-99.19926,13,50.460898007731195
8814,19.47634,-99.16265,-1,0.0
8815,19.4952,-99.15418,22,50.386559619387455
8816,19.47764,-99.16317,-1,0.0
10387,19.46342,-99.1484,1,55.75379125780553
9353,19.46493,-99.15932,-1,0.0
9354,19.46782,-99.18972,-1,0.0
9355,19.46186,-99.16717,-1,0.0
9356,19.46897,-99.18296,-1,0.0
9357,19.48109,-99.18849,12,51.30835563484984
9358,19.47312,-99.14591,2,51.858459708593514
9359,19.50086,-99.20698,23,50.31222123104371
9360,19.498,-99.1845,-1,0.0
9361,19.48024,-99.15067,-1,0.0
9362,19.49911,-99.20205,-1,0.0
9363,19.4723,-99.16359,-1,0.0
9364,19.48809,-99.19535,16,50.460898007731195
9365,19.47961,-99.14939,-1,0.0
9366,19.46221,-99.16026,-1,0.0
9367,19.4962,-99.19662,-1,0.0
9368,19.49588,-99.17079,-1,0.0
9369,19.47773,-99.18462,11,50.34195658638121
9370,19.49086,-99.16884,-1,0.0
9371,19.48435,-99.211,-1,0.0
9372,19.46819,-99.17616,0,51.45703241153732
9373,19.49786,-99.19862,13,50.460898007731195
9374,19.48732,-99.14548,-1,0.0
9375,19.5065,-99.16864,-1,0.0
9376,19.47154,-99.17945,0,51.45703241153732
9531,19.46142,-99.17402,-1,0.0
9532,19.46437,-99.16686,-1,0.0
9533,19.46432,-99.14524,1,55.75379125780553
9534,19.46891,-99.18251,-1,0.0
9535,19.50325,-99.17366,-1,0.0
9536,19.46321,-99.15288,231,50.31222123104371
9537,19.50271,-99.15695,19,50.431162652393695
9538,19.49138,-99.1959,16,50.460898007731195
9539,19.4692,-99.18406,-1,0.0
9540,19.46457,-99.16504,-1,0.0
9541,19.50202,-99.20474,23,50.31222123104371
9542,19.46574,-99.18897,-1,0.0
9543,19.47316,-99.14661,2,51.858459708593514
9544,19.47316,-99.20177,-1,0.0
9545,19.48057,-99.19074,12,51.30835563484984
9546,19.47634,-99.18896,12,51.30835563484984
9547,19.48517,-99.20865,-1,0.0
9548,19.48417,-99.18279,10,50.26761819803747
9549,19.48898,-99.19364,16,50.460898007731195
9550,19.4692,-99.18407,-1,0.0
9551,19.46819,-99.17616,0,51.45703241153732
9552,19.47392,-99.1815,-1,0.0
9553,19.46141,-99.17402,-1,0.0
9554,19.48987,-99.19469,16,50.460898007731195
9555,19.48305,-99.20071,-1,0.0
9556,19.5107,-99.19176,-1,0.0
9594,19.4925,-99.16946,-1,0.0
10092,19.47652,-99.21963,-1,0.0
10093,19.48652,-99.15598,-1,0.0
10094,19.46819,-99.17616,0,51.45703241153732
10095,19.48889,-99.15184,105,50.26761819803747
10096,19.48138,-99.1824,10,50.26761819803747
10097,19.48098,-99.19136,12,51.30835563484984
10098,19.49154,-99.18359,-1,0.0
10099,19.47876,-99.19008,12,51.30835563484984
10100,19.48329,-99.18851,12,51.30835563484984
10101,19.46538,-99.16986,-1,0.0
10102,19.47096,-99.16772,24,50.282485875706215
10103,19.48946,-99.18131,-1,0.0
10104,19.47312,-99.14591,2,51.858459708593514
10105,19.47061,-99.17865,0,51.45703241153732
10106,19.49034,-99.17551,-1,0.0
10107,19.48185,-99.1834,10,50.26761819803747
10108,19.47507,-99.22112,-1,0.0
10109,19.47977,-99.19935,274,50.26761819803747
10110,19.48878,-99.18656,-1,0.0
10111,19.48408,-99.18282,10,50.26761819803747
10501,19.4907,-99.17347,-1,0.0
10502,19.49086,-99.16885,-1,0.0
10503,19.46062,-99.16398,14,50.86232530478739
10504,19.46955,-99.18746,-1,0.0
10505,19.46583,-99.1899,-1,0.0
10506,19.48028,-99.18385,11,50.34195658638121
10507,19.49204,-99.15302,-1,0.0
10508,19.4605,-99.16162,14,50.86232530478739
10509,19.49913,-99.17209,-1,0.0
10510,19.45964,-99.16269,14,50.86232530478739
10511,19.4833,-99.18851,12,51.30835563484984
10512,19.47901,-99.18868,12,51.30835563484984
10513,19.50056,-99.20607,23,50.31222123104371
10514,19.46819,-99.17616,0,51.45703241153732
10515,19.4706,-99.19044,-1,0.0
10516,19.50202,-99.20474,23,50.31222123104371
10517,19.47706,-99.152,-1,0.0
10518,19.5107,-99.19176,-1,0.0
10519,19.473,-99.16138,136,50.431162652393695
14,19.44997,-99.21121,25,50.32708890871246
15,19.29806,-99.15155,-1,0.0
16,19.2737,-98.99961,-1,0.0
17,19.30782,-99.12431,-1,0.0
18,19.43154,-99.14806,3,100.0
19,19.44057,-99.17604,26,50.56497175141243
20,19.33724,-99.14232,27,53.59797799583705
21,19.36561,-99.10636,-1,0.0
22,19.34956,-99.01167,-1,0.0
23,19.39052,-99.20207,9,50.609574784418676
24,19.50285,-99.15718,19,50.431162652393695
25,19.40351,-99.1382,28,58.504311626523936
26,19.30451,-99.14884,-1,0.0
27,19.40799,-99.19526,29,52.007136485281
28,19.29205,-99.17632,288,50.25275052036872
29,19.31129,-99.16905,30,50.3716919417187
30,19.37057,-99.10821,172,50.282485875706215
31,19.36908,-99.19226,-1,0.0
32,19.39654,-99.13116,-1,0.0
33,19.33901,-99.11418,-1,0.0
34,19.4133,-99.18101,3,100.0
35,19.38188,-99.25338,-1,0.0
36,19.2933,-99.17819,288,50.25275052036872
37,19.41116,-99.08117,31,52.928932500743386
38,19.38692,-99.16559,32,50.86232530478739
39,19.40502,-99.11358,33,51.397561700862326
40,19.43723,-99.16178,-1,0.0
41,19.41626,-99.10036,7,55.11448111804936
42,19.42343,-99.17241,3,100.0
43,19.34998,-99.30204,65,50.26761819803747
44,19.33309,-99.11325,-1,0.0
45,19.39559,-99.18906,-1,0.0
46,19.27749,-99.00561,-1,0.0
47,19.35653,-99.16353,-1,0.0
48,19.40319,-99.19671,-1,0.0
49,19.30419,-99.0592,34,50.535236396074936
50,19.38417,-99.06761,-1,0.0
51,19.46742,-99.12539,35,50.7731192387749
52,19.31074,-99.04484,-1,0.0
53,19.46257,-99.05925,36,50.579839429081176
54,19.30342,-99.15917,-1,0.0
55,19.47984,-99.17481,-1,0.0
56,19.33264,-99.12071,-1,0.0
57,19.34161,-99.12823,-1,0.0
58,19.33576,-99.16966,-1,0.0
59,19.44554,-99.14884,3,100.0
60,19.31123,-99.12398,-1,0.0
61,19.44818,-99.12129,286,50.208147487362474
62,19.34306,-99.12583,-1,0.0
273,19.30264,-99.17223,-1,0.0
274,19.3469,-99.13332,-1,0.0
276,19.33502,-99.15634,-1,0.0
277,19.33198,-99.14502,-1,0.0
278,19.33292,-99.08167,-1,0.0
279,19.31691,-99.12432,37,50.34195658638121
280,19.3102,-99.10804,-1,0.0
281,19.33611,-99.17615,45,50.282485875706215
282,19.30342,-99.15917,-1,0.0
284,19.3412,-99.17628,-1,0.0
285,19.35106,-99.16977,-1,0.0
286,19.35452,-99.18518,-1,0.0
287,19.32988,-99.13194,-1,0.0
874,19.30921,-99.15405,-1,0.0
1346,19.33016,-99.13694,38,50.44603033006244
1347,19.33247,-99.14084,39,50.460898007731195
1348,19.31777,-99.18786,-1,0.0
1349,19.33126,-99.14047,39,50.460898007731195
1350,19.32364,-99.18858,-1,0.0
1351,19.30398,-99.12466,40,50.34195658638121
1353,19.33992,-99.14808,27,53.59797799583705
1354,19.30516,-99.15395,-1,0.0
1355,19.3406,-99.1338,27,53.59797799583705
1356,19.33876,-99.11293,-1,0.0
1357,19.34266,-99.14327,27,53.59797799583705
1358,19.30747,-99.16316,-1,0.0
1359,19.33389,-99.1585,-1,0.0
1360,19.28506,-99.16427,-1,0.0
1361,19.32703,-99.16694,-1,0.0
1362,19.34813,-99.16622,-1,0.0
1363,19.32515,-99.1668,-1,0.0
1364,19.33648,-99.18132,-1,0.0
1365,19.32423,-99.17399,-1,0.0
1498,19.31885,-99.13103,-1,0.0
1499,19.32177,-99.125,-1,0.0
1500,19.31087,-99.11088,-1,0.0
1501,19.33741,-99.18388,41,50.282485875706215
1502,19.35726,-99.14386,42,52.15581326196848
1503,19.30518,-99.14449,43,50.282485875706215
1504,19.33098,-99.12855,-1,0.0
1505,19.33904,-99.14585,-1,0.0
1506,19.33904,-99.14585,-1,0.0
1507,19.31217,-99.17064,30,50.3716919417187
1508,19.32438,-99.11218,-1,0.0
1509,19.32929,-99.12437,-1,0.0
1510,19.39665,-99.13512,-1,0.0
1511,19.30876,-99.13485,-1,0.0
1512,19.33016,-99.13694,38,50.44603033006244
1513,19.33945,-99.12978,44,50.59470710674992
1514,19.33474,-99.17669,45,50.282485875706215
1515,19.35215,-99.15777,-1,0.0
1516,19.30974,-99.14146,46,50.32708890871246
1517,19.3476,-99.16838,-1,0.0
1518,19.31903,-99.16372,-1,0.0
1520,19.31361,-99.12625,-1,0.0
1521,19.32664,-99.15693,-1,0.0
1522,19.34265,-99.14888,27,53.59797799583705
1523,19.34126,-99.13831,27,53.59797799583705
1524,19.29806,-99.15155,-1,0.0
1525,19.34154,-99.1717,-1,0.0
1526,19.34367,-99.1813,-1,0.0
1527,19.34706,-99.18082,47,50.579839429081176
1528,19.35597,-99.14421,42,52.15581326196848
1529,19.31216,-99.11877,-1,0.0
1530,19.34158,-99.12667,-1,0.0
1531,19.3281,-99.10974,-1,0.0
1532,19.33869,-99.12715,44,50.59470710674992
1533,19.35347,-99.12787,-1,0.0
1534,19.3516,-99.16044,-1,0.0
1535,19.32549,-99.1363,-1,0.0
1536,19.33902,-99.12826,44,50.59470710674992
1537,19.33868,-99.19032,5,51.45703241153732
1538,19.31952,-99.11108,-1,0.0
2484,19.30148,-99.15537,-1,0.0
2485,19.31766,-99.134,-1,0.0
2486,19.34997,-99.12799,-1,0.0
2487,19.35747,-99.1489,42,52.15581326196848
1929,19.32975,-99.11356,-1,0.0
1930,19.34836,-99.14535,-1,0.0
1931,19.33349,-99.17682,45,50.282485875706215
1932,19.31539,-99.14739,-1,0.0
1933,19.34955,-99.16183,-1,0.0
1934,19.32471,-99.13846,56,50.282485875706215
1935,19.32297,-99.15876,-1,0.0
1936,19.35161,-99.16044,-1,0.0
1937,19.34265,-99.14888,27,53.59797799583705
1938,19.34276,-99.14397,27,53.59797799583705
1939,19.31111,-99.16,-1,0.0
1940,19.3469,-99.18043,47,50.579839429081176
1941,19.32549,-99.1363,-1,0.0
1942,19.33194,-99.19575,-1,0.0
1943,19.31777,-99.18786,-1,0.0
1944,19.33449,-99.13702,-1,0.0
1945,19.34536,-99.17019,-1,0.0
1946,19.34276,-99.14397,27,53.59797799583705
1947,19.30864,-99.13332,296,50.25275052036872
1948,19.32816,-99.15562,-1,0.0
1949,19.31903,-99.16372,-1,0.0
1951,19.33317,-99.17851,-1,0.0
1952,19.3249,-99.15473,-1,0.0
1953,19.31087,-99.11087,-1,0.0
1954,19.33204,-99.12384,-1,0.0
1955,19.32549,-99.1363,-1,0.0
1956,19.30287,-99.18598,48,50.728516205768656
1957,19.35111,-99.16269,-1,0.0
1958,19.34685,-99.13339,-1,0.0
1959,19.35358,-99.16649,-1,0.0
1960,19.32363,-99.11408,-1,0.0
