id,latitud,longitud,cluster_dbscan,riesgo_cluster
10182,19.43862,-99.17938,-1,0.0
10183,19.39889,-99.17338,78,53.047873922093366
10184,19.44418,-99.19924,-1,0.0
10185,19.40252,-99.18702,3,100.0
10186,19.39868,-99.1844,3,100.0
10458,19.40971,-99.19136,29,52.007136485281
10459,19.4007,-99.18822,3,100.0
10460,19.43326,-99.1804,-1,0.0
10461,19.45637,-99.18681,-1,0.0
10462,19.45267,-99.21832,-1,0.0
10463,19.4248,-99.20895,-1,0.0
10464,19.45305,-99.2084,-1,0.0
10465,19.44215,-99.20766,-1,0.0
10466,19.41002,-99.18588,3,100.0
10467,19.45939,-99.1896,20,50.59470710674992
10468,19.45566,-99.18254,-1,0.0
10469,19.40928,-99.18529,3,100.0
10470,19.41177,-99.19013,29,52.007136485281
10471,19.42573,-99.19198,137,50.609574784418676
10473,19.45044,-99.19605,-1,0.0
10474,19.40228,-99.18112,211,52.24501932798097
10475,19.39641,-99.18342,211,52.24501932798097
10476,19.42735,-99.21927,248,50.3716919417187
10477,19.42343,-99.20331,-1,0.0
10478,19.43174,-99.19755,-1,0.0
10479,19.39836,-99.18782,3,100.0
10480,19.44891,-99.19539,-1,0.0
10671,19.44581,-99.20272,-1,0.0
10673,19.41656,-99.18072,3,100.0
63,19.39459,-99.1135,-1,0.0
64,19.42577,-99.13139,3,100.0
65,19.42751,-99.11112,257,50.49063336306869
66,19.39031,-99.12354,-1,0.0
67,19.27246,-99.16818,-1,0.0
68,19.43809,-99.10013,-1,0.0
69,19.40421,-99.16598,-1,0.0
70,19.33104,-99.2105,117,51.144811180493605
71,19.31685,-99.12694,37,50.34195658638121
72,19.4179,-99.08465,-1,0.0
73,19.4333,-99.15056,3,100.0
74,19.4211,-99.08261,258,50.4014272970562
75,19.49586,-99.19902,13,50.460898007731195
76,19.43956,-99.12344,-1,0.0
77,19.48946,-99.18141,-1,0.0
78,19.4096,-99.07919,31,52.928932500743386
79,19.41363,-99.06657,127,50.25275052036872
80,19.40934,-99.07874,31,52.928932500743386
81,19.39638,-99.20775,-1,0.0
82,19.24116,-99.10562,-1,0.0
83,19.38122,-99.15941,208,52.780255724055905
84,19.41158,-99.10701,-1,0.0
85,19.35857,-99.13033,287,50.26761819803747
86,19.3839,-99.0929,132,50.282485875706215
87,19.45409,-99.085,-1,0.0
88,19.35566,-99.00154,-1,0.0
89,19.1963,-99.02019,-1,0.0
90,19.39976,-99.09119,-1,0.0
91,19.43501,-99.21183,21,52.4085637823372
92,19.31711,-99.2278,-1,0.0
93,19.23254,-99.09736,-1,0.0
453,19.44985,-99.11492,77,50.69878085043116
454,19.41835,-99.0776,81,51.08534046981861
455,19.41135,-99.07629,-1,0.0
456,19.42174,-99.12304,241,50.921796015462384
457,19.44871,-99.1095,103,51.44216473386857
458,19.43682,-99.09614,-1,0.0
459,19.45018,-99.11642,77,50.69878085043116
460,19.43408,-99.109,272,50.25275052036872
875,19.42774,-99.11962,-1,0.0
876,19.42836,-99.09156,7,55.11448111804936
877,19.42978,-99.12494,3,100.0
878,19.41776,-99.11717,-1,0.0
879,19.4211,-99.08261,258,50.4014272970562
880,19.41544,-99.08933,7,55.11448111804936
881,19.40907,-99.07828,31,52.928932500743386
883,19.44437,-99.10584,-1,0.0
884,19.44185,-99.0862,260,51.293487957181085
885,19.4349,-99.11883,237,50.728516205768656
1539,19.43731,-99.08091,64,50.29735355337496
1540,19.44784,-99.08419,98,50.32708890871246
1541,19.42999,-99.09064,-1,0.0
1542,19.42118,-99.11667,73,51.15967885816235
1543,19.45178,-99.10995,103,51.44216473386857
1544,19.41441,-99.08688,7,55.11448111804936
1545,19.41227,-99.07788,-1,0.0
1546,19.4144,-99.08688,7,55.11448111804936
1547,19.43537,-99.12234,235,50.579839429081176
1548,19.45232,-99.05012,-1,0.0
1549,19.41924,-99.08381,258,50.4014272970562
1550,19.4375,-99.12376,235,50.579839429081176
1551,19.42223,-99.09494,7,55.11448111804936
1552,19.43693,-99.08646,259,50.356824264049955
1553,19.41857,-99.09348,7,55.11448111804936
1554,19.43607,-99.08664,259,50.356824264049955
1555,19.40696,-99.08082,31,52.928932500743386
1556,19.41684,-99.09875,7,55.11448111804936
1557,19.40829,-99.09026,128,50.52036871840618
1558,19.44588,-99.09437,-1,0.0
1559,19.45081,-99.09252,75,50.63931013975617
1560,19.44158,-99.12314,233,50.921796015462384
1561,19.40586,-99.11351,33,51.397561700862326
2508,19.41994,-99.11204,73,51.15967885816235
2509,19.44123,-99.09343,202,50.52036871840618
2510,19.44123,-99.09343,202,50.52036871840618
2511,19.44123,-99.09343,202,50.52036871840618
2512,19.43808,-99.10014,-1,0.0
2008,19.44019,-99.12336,233,50.921796015462384
2009,19.41796,-99.09385,7,55.11448111804936
2010,19.40895,-99.08017,31,52.928932500743386
2011,19.43278,-99.06116,-1,0.0
2012,19.4179,-99.08465,-1,0.0
2013,19.4585,-99.11845,83,52.676181980374665
2014,19.43661,-99.10335,-1,0.0
2015,19.4234,-99.10713,273,50.282485875706215
2016,19.41561,-99.12041,-1,0.0
2019,19.43379,-99.08853,-1,0.0
2020,19.43955,-99.11392,125,50.62444246208742
2021,19.42162,-99.09935,7,55.11448111804936
2023,19.43729,-99.08095,64,50.29735355337496
2024,19.44266,-99.10075,-1,0.0
2025,19.44949,-99.11326,77,50.69878085043116
2442,19.42751,-99.11112,257,50.49063336306869
2443,19.41241,-99.08801,7,55.11448111804936
2444,19.4188,-99.07062,129,50.44603033006244
2445,19.40835,-99.11323,33,51.397561700862326
2446,19.43637,-99.10387,-1,0.0
2447,19.43754,-99.11048,-1,0.0
2448,19.40515,-99.12102,80,50.356824264049955
2449,19.42947,-99.09754,-1,0.0
2450,19.43785,-99.07995,64,50.29735355337496
2451,19.44309,-99.12875,-1,0.0
2452,19.44047,-99.11212,-1,0.0
2453,19.40835,-99.11323,33,51.397561700862326
2454,19.52725,-99.15883,101,50.3716919417187
2455,19.40818,-99.08953,128,50.52036871840618
2456,19.4168,-99.11732,-1,0.0
2457,19.44852,-99.07447,-1,0.0
2458,19.52725,-99.1588,101,50.3716919417187
2459,19.40687,-99.07972,31,52.928932500743386
2460,19.42681,-99.09241,7,55.11448111804936
2461,19.40906,-99.09571,118,51.367826345524826
2462,19.42162,-99.09935,7,55.11448111804936
2463,19.45023,-99.09155,75,50.63931013975617
2464,19.44031,-99.0953,202,50.52036871840618
2465,19.42947,-99.09754,-1,0.0
2466,19.43603,-99.09457,-1,0.0
2467,19.41165,-99.11308,131,50.4014272970562
2468,19.41723,-99.09243,7,55.11448111804936
2469,19.41736,-99.07823,81,51.08534046981861
2470,19.42223,-99.12046,241,50.921796015462384
2471,19.43049,-99.0996,-1,0.0
2472,19.43843,-99.08615,259,50.356824264049955
2473,19.42355,-99.09422,7,55.11448111804936
2474,19.42162,-99.09935,7,55.11448111804936
2475,19.42623,-99.1093,257,50.49063336306869
2476,19.4235,-99.12589,3,100.0
2477,19.41998,-99.09619,7,55.11448111804936
2478,19.40711,-99.08193,31,52.928932500743386
2479,19.4585,-99.11845,83,52.676181980374665
2480,19.40587,-99.11348,33,51.397561700862326
2481,19.42543,-99.09319,7,55.11448111804936
2482,19.4235,-99.12589,3,100.0
2483,19.41998,-99.09619,7,55.11448111804936
2951,19.44529,-99.09459,-1,0.0
2871,19.44529,-99.09459,-1,0.0
2872,19.4403,-99.08552,-1,0.0
2873,19.42343,-99.11017,-1,0.0
2874,19.4083,-99.10961,-1,0.0
2875,19.43801,-99.1161,125,50.62444246208742
2876,19.44529,-99.09459,-1,0.0
2877,19.45028,-99.1169,77,50.69878085043116
2878,19.40869,-99.09301,128,50.52036871840618
2902,19.43843,-99.08615,259,50.356824264049955
2903,19.41569,-99.11247,73,51.15967885816235
2904,19.4211,-99.08261,258,50.4014272970562
2905,19.42751,-99.11112,257,50.49063336306869
2906,19.41042,-99.09797,118,51.367826345524826
2907,19.40687,-99.07973,31,52.928932500743386
2908,19.42748,-99.09355,7,55.11448111804936
2909,19.42681,-99.09242,7,55.11448111804936
2910,19.43754,-99.11048,-1,0.0
2911,19.44206,-99.10722,-1,0.0
2912,19.41142,-99.08162,31,52.928932500743386
2913,19.42681,-99.09242,7,55.11448111804936
2914,19.40835,-99.11323,33,51.397561700862326
2915,19.43453,-99.108,272,50.25275052036872
2916,19.40786,-99.11815,261,50.356824264049955
2917,19.42553,-99.11994,241,50.921796015462384
2918,19.41736,-99.07823,81,51.08534046981861
2919,19.43373,-99.10965,-1,0.0
2920,19.42681,-99.09242,7,55.11448111804936
2921,19.42816,-99.09498,7,55.11448111804936
2922,19.42553,-99.11994,241,50.921796015462384
2923,19.41644,-99.07666,81,51.08534046981861
2924,19.43673,-99.09225,-1,0.0
2925,19.45142,-99.0929,75,50.63931013975617
2926,19.45868,-99.11897,83,52.676181980374665
2927,19.42402,-99.11162,-1,0.0
2928,19.4354,-99.10147,-1,0.0
2929,19.42976,-99.11529,-1,0.0
2930,19.41441,-99.08688,7,55.11448111804936
3281,19.45172,-99.12347,226,52.453166815343444
3282,19.41736,-99.07823,81,51.08534046981861
3283,19.44813,-99.10684,-1,0.0
3284,19.44102,-99.10763,-1,0.0
3285,19.44906,-99.12131,286,50.208147487362474
3287,19.42973,-99.09806,-1,0.0
3288,19.44215,-99.09575,202,50.52036871840618
3289,19.41682,-99.12122,-1,0.0
3290,19.44674,-99.11131,-1,0.0
3291,19.41857,-99.09348,7,55.11448111804936
3292,19.44063,-99.11368,125,50.62444246208742
3293,19.42553,-99.11994,241,50.921796015462384
3294,19.41742,-99.10233,-1,0.0
3295,19.40882,-99.08386,31,52.928932500743386
3296,19.4279,-99.12165,-1,0.0
3297,19.41241,-99.08801,7,55.11448111804936
3298,19.41409,-99.08631,7,55.11448111804936
3413,19.44529,-99.09459,-1,0.0
3414,19.42381,-99.08731,-1,0.0
3415,19.42287,-99.12601,3,100.0
3609,19.40931,-99.08475,31,52.928932500743386
3610,19.42904,-99.12373,3,100.0
3611,19.43805,-99.11663,125,50.62444246208742
3612,19.43994,-99.11808,237,50.728516205768656
3613,19.42118,-99.11667,73,51.15967885816235
3614,19.42296,-99.10447,-1,0.0
3615,19.42507,-99.10626,273,50.282485875706215
3616,19.41822,-99.0702,129,50.44603033006244
3617,19.41877,-99.10752,-1,0.0
3618,19.41066,-99.0803,31,52.928932500743386
3619,19.41996,-99.08745,-1,0.0
3620,19.41432,-99.09132,-1,0.0
3621,19.42247,-99.1224,241,50.921796015462384
3622,19.41413,-99.08704,7,55.11448111804936
3779,19.45025,-99.1022,-1,0.0
3780,19.40687,-99.07979,31,52.928932500743386
3781,19.45043,-99.09266,75,50.63931013975617
3782,19.41847,-99.08892,-1,0.0
3783,19.41598,-99.09629,7,55.11448111804936
3784,19.44217,-99.08912,260,51.293487957181085
3785,19.4173,-99.12657,192,51.2340172465061
3786,19.41799,-99.0977,7,55.11448111804936
3787,19.42472,-99.09507,7,55.11448111804936
3788,19.41674,-99.07717,81,51.08534046981861
3789,19.4502,-99.10277,-1,0.0
3790,19.44782,-99.09,75,50.63931013975617
3791,19.44277,-99.07746,-1,0.0
3792,19.41736,-99.07823,81,51.08534046981861
3793,19.44537,-99.11184,-1,0.0
3794,19.45018,-99.11642,77,50.69878085043116
3795,19.45223,-99.10986,103,51.44216473386857
3796,19.41544,-99.08933,7,55.11448111804936
3797,19.42559,-99.06862,-1,0.0
3798,19.45043,-99.09266,75,50.63931013975617
3799,19.43607,-99.08664,259,50.356824264049955
3800,19.42233,-99.12116,241,50.921796015462384
3801,19.42486,-99.10586,273,50.282485875706215
3802,19.43453,-99.10799,272,50.25275052036872
3803,19.45023,-99.09156,75,50.63931013975617
3804,19.45023,-99.09155,75,50.63931013975617
3805,19.41736,-99.07822,81,51.08534046981861
3806,19.41323,-99.08756,7,55.11448111804936
3807,19.41987,-99.06992,129,50.44603033006244
3808,19.40734,-99.08362,31,52.928932500743386
3809,19.44369,-99.08998,260,51.293487957181085
3810,19.4104,-99.07984,31,52.928932500743386
3811,19.42684,-99.07055,-1,0.0
3812,19.40916,-99.09754,118,51.367826345524826
3813,19.4211,-99.08261,258,50.4014272970562
3814,19.41149,-99.08853,-1,0.0
3815,19.44461,-99.08083,-1,0.0
3816,19.42681,-99.09242,7,55.11448111804936
3817,19.42923,-99.10412,-1,0.0
3818,19.41877,-99.10752,-1,0.0
3819,19.41878,-99.10752,-1,0.0
3821,19.43734,-99.09713,-1,0.0
4222,19.44655,-99.08456,98,50.32708890871246
4437,19.43547,-99.087,259,50.356824264049955
4438,19.4349,-99.11882,237,50.728516205768656
4439,19.41541,-99.09529,7,55.11448111804936
4440,19.4207,-99.10547,-1,0.0
4441,19.4379,-99.11425,125,50.62444246208742
4442,19.41703,-99.09209,7,55.11448111804936
4443,19.41682,-99.11977,-1,0.0
4444,19.43158,-99.08976,-1,0.0
4445,19.41441,-99.08688,7,55.11448111804936
4446,19.41941,-99.0965,7,55.11448111804936
4447,19.41145,-99.09813,118,51.367826345524826
4448,19.41742,-99.10233,-1,0.0
4449,19.44101,-99.08907,-1,0.0
4450,19.41736,-99.07823,81,51.08534046981861
4451,19.41695,-99.09796,7,55.11448111804936
4452,19.41542,-99.0749,81,51.08534046981861
4453,19.43226,-99.0993,-1,0.0
4454,19.40587,-99.11348,33,51.397561700862326
4455,19.43842,-99.08615,259,50.356824264049955
4456,19.4173,-99.12657,192,51.2340172465061
4457,19.40885,-99.09892,118,51.367826345524826
4458,19.42922,-99.09704,-1,0.0
4459,19.40587,-99.11348,33,51.397561700862326
4460,19.44382,-99.08622,260,51.293487957181085
4461,19.42119,-99.11667,73,51.15967885816235
4462,19.40835,-99.11323,33,51.397561700862326
4463,19.41852,-99.10659,-1,0.0
4464,19.41853,-99.10658,-1,0.0
4465,19.40714,-99.07799,31,52.928932500743386
4466,19.42213,-99.10739,-1,0.0
4467,19.41069,-99.08034,31,52.928932500743386
4468,19.41684,-99.09873,7,55.11448111804936
4488,19.44122,-99.09343,202,50.52036871840618
4489,19.43818,-99.1184,237,50.728516205768656
4490,19.40921,-99.08062,31,52.928932500743386
4491,19.4083,-99.10961,-1,0.0
4492,19.40835,-99.11323,33,51.397561700862326
4493,19.42112,-99.12176,241,50.921796015462384
4494,19.44426,-99.09498,-1,0.0
4495,19.42832,-99.12517,3,100.0
4496,19.42947,-99.09754,-1,0.0
4498,19.43083,-99.12478,3,100.0
4689,19.41145,-99.09813,118,51.367826345524826
4690,19.43197,-99.11528,-1,0.0
4691,19.443,-99.08612,260,51.293487957181085
5180,19.42402,-99.11162,-1,0.0
5181,19.42923,-99.10412,-1,0.0
5182,19.43764,-99.08632,259,50.356824264049955
5183,19.4104,-99.07984,31,52.928932500743386
5184,19.42259,-99.12353,-1,0.0
5185,19.43927,-99.0817,-1,0.0
5186,19.41682,-99.12122,-1,0.0
5187,19.42483,-99.11426,-1,0.0
5188,19.40883,-99.12584,-1,0.0
5189,19.45005,-99.11581,77,50.69878085043116
5190,19.45005,-99.11581,77,50.69878085043116
5191,19.42135,-99.11729,73,51.15967885816235
5192,19.42223,-99.12046,241,50.921796015462384
5194,19.43916,-99.09778,-1,0.0
5195,19.40868,-99.11989,261,50.356824264049955
5197,19.4279,-99.12165,-1,0.0
5198,19.4148,-99.09918,7,55.11448111804936
5797,19.41094,-99.11813,-1,0.0
5799,19.42223,-99.12046,241,50.921796015462384
5801,19.45142,-99.11548,77,50.69878085043116
5802,19.41941,-99.0965,7,55.11448111804936
5803,19.45142,-99.11548,77,50.69878085043116
5804,19.42751,-99.11112,257,50.49063336306869
5805,19.44342,-99.08605,260,51.293487957181085
5806,19.43289,-99.09238,-1,0.0
5807,19.44912,-99.10503,-1,0.0
5808,19.41366,-99.11286,131,50.4014272970562
5809,19.43453,-99.10799,272,50.25275052036872
5810,19.4173,-99.12657,192,51.2340172465061
5811,19.425,-99.06402,-1,0.0
5812,19.41784,-99.11224,73,51.15967885816235
5813,19.41604,-99.09975,7,55.11448111804936
5814,19.4128,-99.09077,-1,0.0
5815,19.41994,-99.11204,73,51.15967885816235
5817,19.41451,-99.07332,81,51.08534046981861
5818,19.40885,-99.09891,118,51.367826345524826
6554,19.43845,-99.1212,271,50.01486767766875
5941,19.45005,-99.11581,77,50.69878085043116
5942,19.42501,-99.12203,-1,0.0
5943,19.40767,-99.1133,33,51.397561700862326
5944,19.41782,-99.09347,7,55.11448111804936
5945,19.40691,-99.1217,80,50.356824264049955
5946,19.41348,-99.11114,131,50.4014272970562
5947,19.45023,-99.09155,75,50.63931013975617
5948,19.41325,-99.13268,28,58.504311626523936
5949,19.44032,-99.11038,-1,0.0
5950,19.40433,-99.11369,33,51.397561700862326
5951,19.45081,-99.09252,75,50.63931013975617
5952,19.42185,-99.10678,-1,0.0
5953,19.42089,-99.09794,7,55.11448111804936
5954,19.44573,-99.08505,260,51.293487957181085
5957,19.40726,-99.08306,31,52.928932500743386
6328,19.42996,-99.0526,-1,0.0
6329,19.41778,-99.12111,-1,0.0
6330,19.41609,-99.11321,73,51.15967885816235
6331,19.44453,-99.12124,-1,0.0
6332,19.42303,-99.08598,-1,0.0
6333,19.41736,-99.07823,81,51.08534046981861
6334,19.41781,-99.11224,73,51.15967885816235
6335,19.42355,-99.09422,7,55.11448111804936
6336,19.42038,-99.11371,73,51.15967885816235
6337,19.40758,-99.10516,293,50.26761819803747
6338,19.44745,-99.10381,-1,0.0
6339,19.42462,-99.11275,-1,0.0
6340,19.40587,-99.11348,33,51.397561700862326
6341,19.45299,-99.10967,103,51.44216473386857
6342,19.42507,-99.10626,273,50.282485875706215
6343,19.41012,-99.12417,-1,0.0
6344,19.429,-99.11939,-1,0.0
6345,19.43808,-99.08261,64,50.29735355337496
6346,19.41682,-99.12122,-1,0.0
6347,19.42119,-99.09551,7,55.11448111804936
6348,19.41759,-99.07141,129,50.44603033006244
6349,19.42483,-99.0627,-1,0.0
6350,19.42462,-99.09363,7,55.11448111804936
6351,19.44277,-99.10932,-1,0.0
6352,19.40578,-99.11385,33,51.397561700862326
6353,19.42679,-99.09243,7,55.11448111804936
6354,19.4379,-99.11425,125,50.62444246208742
6355,19.43586,-99.11871,237,50.728516205768656
6356,19.43184,-99.10593,-1,0.0
6357,19.44329,-99.0891,260,51.293487957181085
6358,19.44369,-99.08998,260,51.293487957181085
6359,19.42302,-99.11242,-1,0.0
6360,19.4211,-99.08261,258,50.4014272970562
6361,19.43253,-99.10366,-1,0.0
6362,19.41782,-99.09741,7,55.11448111804936
6363,19.44464,-99.0866,260,51.293487957181085
6364,19.43856,-99.09954,-1,0.0
6365,19.40971,-99.07938,31,52.928932500743386
6366,19.42381,-99.08732,-1,0.0
6368,19.42158,-99.0953,7,55.11448111804936
6369,19.44103,-99.11783,237,50.728516205768656
6370,19.45081,-99.09252,75,50.63931013975617
6371,19.42185,-99.10678,-1,0.0
6372,19.44456,-99.08878,260,51.293487957181085
6373,19.42999,-99.09064,-1,0.0
6374,19.41941,-99.0965,7,55.11448111804936
6375,19.43967,-99.10222,-1,0.0
6376,19.40849,-99.09159,128,50.52036871840618
6977,19.42681,-99.09241,7,55.11448111804936
6978,19.4351,-99.09272,-1,0.0
6980,19.44852,-99.07448,-1,0.0
6981,19.40856,-99.08344,31,52.928932500743386
6982,19.45005,-99.11581,77,50.69878085043116
6983,19.4492,-99.1223,226,52.453166815343444
6984,19.41227,-99.07788,-1,0.0
6985,19.45142,-99.11548,77,50.69878085043116
6986,19.41998,-99.09619,7,55.11448111804936
6987,19.42518,-99.09929,-1,0.0
6988,19.41998,-99.09619,7,55.11448111804936
6989,19.41278,-99.08401,-1,0.0
6990,19.36448,-99.18379,-1,0.0
6991,19.43863,-99.10475,-1,0.0
6992,19.41409,-99.08631,7,55.11448111804936
6993,19.43197,-99.11528,-1,0.0
6994,19.45142,-99.11548,77,50.69878085043116
7212,19.41656,-99.10077,7,55.11448111804936
7213,19.42119,-99.11667,73,51.15967885816235
7214,19.4087,-99.09007,128,50.52036871840618
7215,19.4305,-99.0996,-1,0.0
7216,19.42947,-99.09754,-1,0.0
7217,19.41092,-99.08074,31,52.928932500743386
7218,19.40835,-99.11323,33,51.397561700862326
7219,19.45016,-99.09276,75,50.63931013975617
7220,19.40691,-99.1217,80,50.356824264049955
7221,19.40854,-99.07731,31,52.928932500743386
7222,19.4201,-99.12274,241,50.921796015462384
7223,19.42681,-99.09242,7,55.11448111804936
7224,19.40854,-99.07731,31,52.928932500743386
7225,19.41469,-99.08671,7,55.11448111804936
7226,19.44004,-99.11382,125,50.62444246208742
7227,19.42329,-99.09436,7,55.11448111804936
7228,19.42612,-99.07277,-1,0.0
7229,19.45107,-99.10671,103,51.44216473386857
7230,19.44109,-99.09617,202,50.52036871840618
7231,19.42084,-99.05986,-1,0.0
7232,19.45023,-99.09155,75,50.63931013975617
7233,19.42966,-99.09417,-1,0.0
7234,19.42093,-99.08327,258,50.4014272970562
7235,19.41631,-99.08488,-1,0.0
7236,19.41441,-99.08688,7,55.11448111804936
7237,19.44013,-99.10406,-1,0.0
7238,19.43586,-99.11871,237,50.728516205768656
7239,19.44011,-99.09572,202,50.52036871840618
7240,19.44335,-99.11103,-1,0.0
7241,19.438,-99.09017,-1,0.0
7242,19.45056,-99.07886,99,50.41629497472495
7243,19.41149,-99.08853,-1,0.0
7244,19.40885,-99.09891,118,51.367826345524826
7245,19.43931,-99.11158,-1,0.0
7246,19.43101,-99.10063,-1,0.0
7247,19.43547,-99.087,259,50.356824264049955
7248,19.41384,-99.06865,-1,0.0
7249,19.42837,-99.06476,-1,0.0
7250,19.40554,-99.11638,33,51.397561700862326
7251,19.43197,-99.11528,-1,0.0
7990,19.40916,-99.09753,118,51.367826345524826
7991,19.43053,-99.05264,-1,0.0
7992,19.42343,-99.0634,-1,0.0
7993,19.4146,-99.09795,7,55.11448111804936
8035,19.42323,-99.12366,3,100.0
8036,19.4462,-99.12125,286,50.208147487362474
8037,19.44429,-99.09437,-1,0.0
8038,19.41644,-99.09107,7,55.11448111804936
8039,19.41451,-99.07332,81,51.08534046981861
8040,19.4287,-99.12512,3,100.0
8041,19.44002,-99.09106,202,50.52036871840618
8042,19.41639,-99.09698,7,55.11448111804936
8043,19.42774,-99.11962,-1,0.0
8044,19.42463,-99.0982,-1,0.0
8045,19.40696,-99.08084,31,52.928932500743386
8046,19.43199,-99.12462,-1,0.0
8047,19.42882,-99.12157,-1,0.0
8619,19.42197,-99.11183,-1,0.0
8620,19.42751,-99.11112,257,50.49063336306869
8621,19.43938,-99.09729,-1,0.0
8622,19.41225,-99.09201,-1,0.0
8623,19.44971,-99.11428,77,50.69878085043116
8624,19.42403,-99.05653,-1,0.0
8625,19.41004,-99.07861,31,52.928932500743386
8626,19.42128,-99.11702,73,51.15967885816235
8627,19.42084,-99.05986,-1,0.0
8628,19.40885,-99.09892,118,51.367826345524826
8629,19.44123,-99.09343,202,50.52036871840618
8630,19.44537,-99.11184,-1,0.0
8632,19.41099,-99.08087,31,52.928932500743386
8633,19.41075,-99.11581,-1,0.0
8634,19.42507,-99.10626,273,50.282485875706215
8635,19.41026,-99.11306,33,51.397561700862326
8636,19.41695,-99.09796,7,55.11448111804936
8637,19.41661,-99.09803,7,55.11448111804936
8638,19.44463,-99.0866,260,51.293487957181085
8639,19.41776,-99.13184,192,51.2340172465061
8640,19.4211,-99.08261,258,50.4014272970562
8641,19.43197,-99.11528,-1,0.0
8642,19.42355,-99.09422,7,55.11448111804936
8643,19.43607,-99.08664,259,50.356824264049955
8644,19.4379,-99.11425,125,50.62444246208742
8645,19.41394,-99.11771,-1,0.0
8646,19.40689,-99.08023,31,52.928932500743386
8647,19.41288,-99.07894,-1,0.0
8648,19.43195,-99.11491,-1,0.0
8649,19.42223,-99.12046,241,50.921796015462384
8650,19.41158,-99.10871,-1,0.0
8651,19.42119,-99.11667,73,51.15967885816235
8652,19.41661,-99.09007,7,55.11448111804936
8653,19.42175,-99.10236,7,55.11448111804936
8654,19.41759,-99.07141,129,50.44603033006244
8655,19.44577,-99.08716,260,51.293487957181085
8656,19.443,-99.08612,260,51.293487957181085
8657,19.4441,-99.08797,260,51.293487957181085
8658,19.41441,-99.08688,7,55.11448111804936
8659,19.44592,-99.09682,-1,0.0
8660,19.44992,-99.09978,-1,0.0
8661,19.44031,-99.11026,-1,0.0
8662,19.43544,-99.10593,-1,0.0
8663,19.41499,-99.09457,7,55.11448111804936
8664,19.42355,-99.09422,7,55.11448111804936
8665,19.41542,-99.0749,81,51.08534046981861
8667,19.43542,-99.11474,125,50.62444246208742
8668,19.44577,-99.08716,260,51.293487957181085
8669,19.41477,-99.07496,81,51.08534046981861
8670,19.45281,-99.10871,103,51.44216473386857
8671,19.42223,-99.12046,241,50.921796015462384
8672,19.41805,-99.07923,81,51.08534046981861
8811,19.4101,-99.08004,31,52.928932500743386
8812,19.4083,-99.10961,-1,0.0
8954,19.44179,-99.09467,202,50.52036871840618
8955,19.41782,-99.09741,7,55.11448111804936
8956,19.44884,-99.07545,-1,0.0
8957,19.41998,-99.09619,7,55.11448111804936
8958,19.40644,-99.11433,33,51.397561700862326
8959,19.43731,-99.08844,259,50.356824264049955
8960,19.40911,-99.12099,261,50.356824264049955
8961,19.43197,-99.11528,-1,0.0
8962,19.41165,-99.11294,131,50.4014272970562
8963,19.42999,-99.09065,-1,0.0
8964,19.4173,-99.12657,192,51.2340172465061
8965,19.41165,-99.11294,131,50.4014272970562
8966,19.43916,-99.09778,-1,0.0
8967,19.4138,-99.12047,-1,0.0
8968,19.42355,-99.09422,7,55.11448111804936
8969,19.42751,-99.11112,257,50.49063336306869
8970,19.44369,-99.08998,260,51.293487957181085
8971,19.41684,-99.09873,7,55.11448111804936
8972,19.42378,-99.06547,-1,0.0
8974,19.41613,-99.07613,81,51.08534046981861
8975,19.4179,-99.08465,-1,0.0
8976,19.41682,-99.12122,-1,0.0
8977,19.41009,-99.08608,-1,0.0
8978,19.41835,-99.0776,81,51.08534046981861
8979,19.40502,-99.11358,33,51.397561700862326
8980,19.41736,-99.07823,81,51.08534046981861
8981,19.4188,-99.07062,129,50.44603033006244
8982,19.45435,-99.11685,-1,0.0
8983,19.4324,-99.09958,-1,0.0
8984,19.41111,-99.1248,-1,0.0
8985,19.43809,-99.10013,-1,0.0
8986,19.44807,-99.08387,98,50.32708890871246
8987,19.44456,-99.08878,260,51.293487957181085
8988,19.40829,-99.09026,128,50.52036871840618
8989,19.44577,-99.08716,260,51.293487957181085
8990,19.44592,-99.09682,-1,0.0
8991,19.40985,-99.07961,31,52.928932500743386
8992,19.42976,-99.11529,-1,0.0
8993,19.44463,-99.0866,260,51.293487957181085
8994,19.40829,-99.11108,-1,0.0
8995,19.42841,-99.10673,-1,0.0
8996,19.42996,-99.0526,-1,0.0
8997,19.41679,-99.11544,-1,0.0
8998,19.44807,-99.08387,98,50.32708890871246
8999,19.42703,-99.11124,257,50.49063336306869
9000,19.43754,-99.11048,-1,0.0
9001,19.41114,-99.08396,-1,0.0
9002,19.42793,-99.0945,7,55.11448111804936
9003,19.44694,-99.09894,-1,0.0
9004,19.42457,-99.06057,-1,0.0
9005,19.41364,-99.0645,127,50.25275052036872
9006,19.42354,-99.09816,-1,0.0
9007,19.41521,-99.09494,7,55.11448111804936
9008,19.40793,-99.10353,293,50.26761819803747
9009,19.40696,-99.08084,31,52.928932500743386
9569,19.39822,-99.05856,124,51.2340172465061
9570,19.42706,-99.11123,257,50.49063336306869
9571,19.44852,-99.10862,103,51.44216473386857
9572,19.45511,-99.11937,-1,0.0
9573,19.43959,-99.08994,-1,0.0
9574,19.42223,-99.12046,241,50.921796015462384
9575,19.41894,-99.07166,129,50.44603033006244
9576,19.41122,-99.12176,-1,0.0
9577,19.42119,-99.09551,7,55.11448111804936
