id,riesgo_cluster,riesgo_ml,indice_riesgo_compuesto,latitud,longitud
408,0.0,35.79909504460998,21.479457026765985,19.48374,-99.20335
409,0.0,5.423814215060435,3.2542885290362613,19.5135,-99.20493
410,51.45703241153732,7.037831148213525,24.805511653543046,19.46819,-99.17616
411,0.0,55.15344364097299,33.09206618458379,19.4907,-99.17347
412,55.75379125780553,6.190628141813332,26.015893388210216,19.46432,-99.14524
413,55.75379125780553,14.45796496057466,30.976295479467012,19.46344,-99.14833
414,0.0,41.92331369092177,25.153988214553063,19.46808,-99.15085
415,0.0,52.94512050459843,31.767072302759054,19.49678,-99.18479
416,0.0,16.459809039442348,9.875885423665409,19.48438,-99.17703
417,50.26761819803747,64.70238727796423,58.92847964599353,19.48889,-99.15184
418,51.85845970859352,6.6055588622983885,24.706719200816444,19.47311,-99.14589
419,50.26761819803747,52.54134466978482,51.631854081085876,19.48519,-99.1965
420,0.0,9.438694322807057,5.6632165936842345,19.4907,-99.17347
421,50.25275052036872,6.45019207365069,23.9712154523379,19.47513,-99.17532
557,0.0,1.0902195583610297,0.6541317350166178,19.35899,-99.16345
558,100.0,1.179043689268492,40.70742621356109,19.42911,-99.15391
559,0.0,1.8208192487680148,1.092491549260809,19.3893,-99.04232
560,0.0,0.863049944722647,0.5178299668335882,19.29695,-99.15051
561,0.0,7.534087845769146,4.520452707461487,19.52154,-99.14841
562,100.0,0.8290317641789023,40.49741905850734,19.44404,-99.13975
563,50.579839429081176,0.9653399573577449,20.811139746047118,19.44208,-99.2159
564,55.11448111804936,0.7816487987102761,22.51478172644591,19.41799,-99.08918
565,50.32708890871246,2.806505789807691,21.814739037369602,19.3175,-99.23692
566,0.0,1.4402276961575717,0.864136617694543,19.3808,-99.03826
567,51.45703241153732,0.9378801309994151,21.14554104321458,19.33865,-99.1921
568,51.85845970859352,0.701926718152232,21.16453991432875,19.47337,-99.15442
569,0.0,0.8928993755908946,0.5357396253545368,19.42167,-99.08943
570,0.0,1.1791108545740083,0.707466512744405,19.48346,-99.1311
571,50.96639904846863,0.4652296136534485,20.665697387579524,19.44852,-99.06219
572,55.11448111804936,1.2140723886108002,22.774235880386225,19.42681,-99.09242
573,50.49063336306869,0.8742790585621933,20.720820780364793,19.47659,-99.09181
574,50.25275052036872,1.2796638891411158,20.86889854163216,19.4768,-99.17515
575,0.0,1.9749178707254096,1.1849507224352458,19.47634,-99.16265
576,50.60957478441868,0.7851896025750184,20.714943675312487,19.39052,-99.20207
577,0.0,0.9653399573577449,0.5792039744146469,19.43611,-99.20322
578,0.0,1.3323904200993921,0.7994342520596353,19.3962,-99.22245
4179,50.26761819803747,1.3177076361991098,20.897671860934455,19.48283,-99.18241
4180,0.0,33.679526663777956,20.207715998266774,19.49006,-99.18332
4181,50.86232530478739,6.445545019795,24.212257133791958,19.45824,-99.16392
4182,0.0,1.5174965161932719,0.9104979097159631,19.48527,-99.15048
4183,0.0,1.7976935982538647,1.0786161589523187,19.4925,-99.16947
4184,50.34195658638121,3.1546350689287705,22.02956367590975,19.47773,-99.18462
4185,50.431162652393695,1.771371832596072,21.235288160515122,19.47364,-99.15899
4186,0.0,1.1612401481917027,0.6967440889150216,19.49313,-99.19551
4187,50.431162652393695,1.6556599394367175,21.16586102461951,19.47364,-99.15899
4188,50.26761819803747,1.4276909426166622,20.963661844784987,19.48229,-99.19766
4189,50.26761819803747,1.7161363300859978,21.136729077266587,19.48889,-99.15184
4190,51.45703241153732,1.0370736374407248,21.205057147079366,19.46819,-99.17616
4191,0.0,3.6766289901955913,2.2059773941173546,19.49034,-99.17557
4192,0.0,0.9944482253795935,0.5966689352277561,19.46782,-99.18972
4193,0.0,2.568790474725129,1.5412742848350773,19.48856,-99.18421
4194,51.45703241153732,2.89820932845604,22.321738561688555,19.47099,-99.17649
4195,0.0,2.900873224990636,1.7405239349943817,19.49086,-99.16884
4196,51.30835563484984,2.2097067569388256,21.849166308103232,19.48019,-99.18897
4197,0.0,2.7644683698047134,1.658681021882828,19.48648,-99.19189
4198,0.0,1.4532972227577785,0.871978333654667,19.46488,-99.17746
4199,50.25275052036872,1.452800094223912,20.972780264681838,19.47465,-99.17347
4200,0.0,2.846670194306707,1.7080021165840242,19.46882,-99.18185
4201,51.45703241153732,0.9290570339219411,21.140247184968096,19.4706,-99.17864
4202,0.0,1.4024037064607797,0.8414422238764678,19.45918,-99.16953
