u,v,key,peso_distancia,peso_balanceado,peso_seguro
275364499,5835040404,0,65.517,74.8439,84.1709
275364506,8234143270,0,137.1095,159.8476,182.5857
275364506,275364499,0,8.0221,9.3525,10.6829
275364534,12745380343,0,38.4795,38.6128,38.7461
275364534,30759092,0,76.5478,76.8129,77.078
275364636,5475796541,0,67.3754,79.5566,91.7379
275364636,275364637,0,154.4446,163.5104,172.5762
275364637,275364638,0,328.5532,423.0036,517.454
275364637,275364497,0,6.8662,6.9131,6.9601
275364638,275363145,0,6.7975,7.6009,8.4044
275364638,854403267,0,4.081,4.5633,5.0457
275364792,8233767575,0,87.1641,96.51,105.8559
275364819,275364957,0,53.202,68.4523,83.7025
275364819,274841384,0,108.4597,119.9402,131.4207
275364857,275364792,0,54.4153,54.8504,55.2855
275364857,275364945,0,108.8246,109.6948,110.5649
275364945,275364857,0,108.8246,109.6948,110.5649
275364945,30594246,0,55.8587,64.9582,74.0577
275364957,275364857,0,49.7417,50.1395,50.5372
275364957,275364991,0,108.5224,120.0096,131.4967
275364991,275364957,0,108.5224,120.0096,131.4967
275364991,275364945,0,48.9149,56.8833,64.8516
275365144,8195270562,0,6.6563,7.3792,8.1022
275365144,274841383,0,72.6947,80.59,88.4853
275365677,275366631,0,13.8849,15.6813,17.4777
275365677,275511758,0,143.5458,159.3131,175.0804
275366627,8233649166,0,25.4708,28.2372,31.0035
275366627,5835040400,0,261.2709,337.5549,413.8388
275366629,275511842,0,24.0655,27.5747,31.0838
275366629,30384322,0,14.3391,16.0074,17.6757
275366631,275511813,0,46.2882,52.2768,58.2655
275366631,30789639,0,52.9875,59.8428,66.6982
275366636,1964030265,0,10.2271,11.5107,12.7943
275366636,30880008,0,71.9546,80.9854,90.0162
275366641,6135446073,0,28.7318,32.1468,35.5617
275366641,30879980,0,56.2761,62.9649,69.6537
275366642,30385577,0,19.9212,20.3099,20.6985
275366642,275366643,0,93.8828,124.4226,154.9624
275366642,8236979496,0,156.2482,174.0176,191.787
275366643,30759077,0,25.7753,28.6719,31.5684
275366643,275366627,0,105.7797,117.6671,129.5545
275366647,8239217278,0,117.0,129.8515,142.703
275366647,275511759,0,18.2429,20.2467,22.2505
275367438,31183330,0,149.4161,149.4161,149.4161
275367438,275406076,0,73.2962,86.548,99.7997
275369604,275367438,0,119.1716,131.7859,144.4003
275369604,31183329,0,149.1836,150.6912,152.1988
275404912,275404913,0,18.323,18.3487,18.3744
275404912,275408163,0,168.5412,187.1522,205.7631
275404913,275362703,0,77.6009,77.7096,77.8183
275404913,275404914,0,47.6791,47.7459,47.8127
275404914,275408454,0,84.7156,84.8343,84.953
275404914,31183332,0,244.4278,288.9621,333.4964
275405005,275408996,0,69.0887,69.6007,70.1126
275405005,270504680,0,143.3862,144.4487,145.5111
275405304,30880045,0,260.5771,307.8547,355.1322
275405304,30880032,0,78.5018,85.2048,91.9078
275405307,276440468,0,80.0049,89.424,98.8431
275405307,276441569,0,53.7913,61.6588,69.5264
275405799,31183331,0,233.6749,286.2269,338.7789
275405799,274841724,0,91.5815,97.4067,103.2319
275406075,275405005,0,70.8657,71.3266,71.7874
275406076,30759083,0,179.3728,184.039,188.7052
275406076,473196269,0,72.7295,74.6215,76.5135
275406157,30759085,0,204.2072,243.2242,282.2412
275406157,270504197,0,92.1662,93.0113,93.8564
275406302,275366643,0,32.1223,35.7321,39.342
275406302,275406563,0,44.641,49.7203,54.7996
275406563,275406302,0,44.641,49.7203,54.7996
275407052,275407054,0,39.2788,48.5735,57.8681
275407052,30759076,0,78.2086,87.1072,96.0059
275407054,275407052,0,39.2788,48.5735,57.8681
275407054,275407484,0,97.3466,107.7843,118.222
275407057,275407058,0,41.2834,46.4597,51.6361
275407057,275407485,0,89.6432,99.8345,110.0258
275407058,275511499,0,36.7623,40.8927,45.0231
275407058,275407057,0,41.2834,46.4597,51.6361
275407058,30340897,0,78.3098,87.2156,96.1214
275407484,275407485,0,13.6785,15.1451,16.6118
275407484,275407057,0,89.5888,99.7739,109.959
275407485,275407484,0,13.6785,15.1451,16.6118
275407485,275407054,0,97.4861,107.9387,118.3914
275407669,30879876,0,73.9604,82.272,90.5836
275407670,275407669,0,262.7581,338.077,413.3959
275407670,275511393,0,36.7116,64.7075,92.7034
275407670,30879990,0,82.7843,145.9146,209.045
275407915,5475796533,0,148.6241,191.6369,234.6497
275407915,275365144,0,75.2165,96.9847,118.7529
275408085,274841758,0,94.9666,105.4508,115.935
275408163,473092360,0,56.4242,62.6548,68.8853
275408163,473092297,0,62.8769,69.82,76.7631
275408193,275404913,0,139.7684,155.2021,170.6358
275408452,270504422,0,216.3878,217.816,219.2441
275408452,8558602047,0,16.1818,16.1818,16.1818
275408453,31183333,0,149.4382,167.2476,185.0571
275408453,275408584,0,83.3572,93.2914,103.2256
275408454,275408586,0,55.5471,55.9862,56.4253
275408454,275408193,0,161.543,179.3811,197.2192
275408584,473826907,0,86.7061,97.0394,107.3727
275408584,30341168,0,115.6704,134.2441,152.8178
275408586,275411513,0,25.0236,25.2214,25.4192
275408586,31183334,0,245.4442,289.8198,334.1954
275408934,49584612,0,112.4513,112.6257,112.8001
275408934,49584869,0,57.2933,57.6659,58.0385
275408935,49584891,0,148.1307,148.1307,148.1307
275408935,49584811,0,91.1288,91.1288,91.1288
275408935,997424705,0,76.6054,76.6054,76.6054
275408996,270504422,0,16.3583,16.4663,16.5743
275408996,270504680,0,159.1454,160.3246,161.5038
275409630,275410046,0,120.5901,120.5901,120.5901
275409630,30879849,0,76.9443,76.9905,77.0367
275409851,30595044,0,78.2175,79.7436,81.2697
275409853,275410046,0,76.6252,90.4788,104.3325
275409853,30879849,0,120.2894,120.3616,120.4338
275410046,275409851,0,142.8182,144.3064,145.7946
275410046,275410047,0,83.4604,83.4604,83.4604
275410047,30595044,0,133.7941,135.1883,136.5824
275410474,275410621,0,157.9513,159.5295,161.1077
275410474,275362228,0,132.6194,133.9445,135.2696
275410621,275410814,0,54.446,64.3224,74.1988
275410621,8236907910,0,47.3641,55.9559,64.5476
275410814,275410866,0,157.6269,159.2018,160.7767
275410814,31180771,0,54.9894,71.866,88.7425
275410866,275410474,0,53.4908,54.0253,54.5597
275411018,275411233,0,245.5538,262.2489,278.9441
275411018,31183335,0,56.3566,59.0916,61.8267
275411233,275362704,0,53.8629,66.0977,78.3324
275411311,30341164,0,128.6335,145.7996,162.9658
275411513,275411233,0,34.8927,35.1685,35.4443
275411513,275411311,0,157.611,193.4118,229.2127
275411694,473056333,0,193.7453,228.7739,263.8024
275411694,268458322,0,162.8301,192.2693,221.7085
275411694,275413749,0,52.6694,52.6694,52.6694
275411695,275413393,0,192.4701,192.4701,192.4701
275411695,473053232,0,85.2891,85.2891,85.2891
275411696,7951825279,0,7.9311,9.0108,10.0905
275411696,268458319,0,188.3302,208.807,229.2837
275411836,275412008,0,160.6807,178.4543,196.2278
275411836,268385174,0,73.0132,81.0895,89.1658
275411911,275362706,0,106.8696,107.7321,108.5945
275411961,473092106,0,51.6921,58.1646,64.6371
275411961,473092111,0,132.3163,146.9272,161.538
275412007,275412008,0,91.2707,94.6663,98.0619
275412007,474716766,0,145.058,175.2829,205.5079
275412008,275412242,0,49.5292,51.3719,53.2145
275412008,275412009,0,94.1862,97.6903,101.1944
275412009,275362705,0,81.8083,100.3908,118.9733
275412068,275412240,0,69.2892,77.9651,86.641
275412068,275411961,0,50.4753,56.7954,63.1156
275412240,275362707,0,71.0104,79.9018,88.7932
275412240,275412241,0,95.9952,124.7464,153.4975
275412241,275412242,0,98.5211,102.1865,105.8519
275412241,275412007,0,63.2717,65.6256,67.9796
275412242,275411911,0,58.6186,60.7994,62.9803
275412462,275412463,0,114.9398,129.6817,144.4236
275412462,275412068,0,121.3543,136.5494,151.7446
275412463,275413311,0,65.1113,84.8108,104.5103
275412463,5889677049,0,140.4583,141.5918,142.7254
275412465,275412781,0,57.5756,61.4901,65.4047
275412603,275412781,0,241.4755,287.0823,332.6892
275412603,5889677049,0,58.5581,59.0306,59.5032
275412781,275412915,0,55.4228,55.4459,55.4689
275412915,275412916,0,257.0778,303.6637,350.2496
275412915,268385177,0,223.7043,234.5608,245.4173
275412916,275412603,0,62.8341,63.3412,63.8483
275413265,275413311,0,137.6939,179.3534,221.0129
275413265,275412462,0,57.1989,64.1631,71.1273
275413311,275413265,0,137.6939,179.3534,221.0129
275413311,275411694,0,68.5726,80.9703,93.3681
275413319,473056333,0,56.7238,67.9901,79.2564
275413319,275412916,0,71.0033,84.4136,97.8238
275413393,12129693608,0,57.2177,57.3913,57.5648
275413393,275414409,0,90.4769,90.7513,91.0257
275413394,275414844,0,48.9314,54.8881,60.8447
275413394,275414845,0,57.0317,63.9745,70.9172
275413395,275415149,0,95.9086,110.2105,124.5124
275413748,275413393,0,48.5522,57.4775,66.4029
275413748,275413749,0,192.4868,192.4868,192.4868
275413749,275411695,0,53.9692,53.9692,53.9692
275413749,7951825277,0,8.7054,8.7054,8.7054
275414005,275413319,0,147.2017,151.7394,156.2771
275414005,275413393,0,120.0569,123.7578,127.4587
275414278,473098842,0,76.2731,76.2731,76.2731
275414409,275413394,0,40.856,40.9799,41.1038
275414409,473053232,0,192.0231,192.6055,193.1879
275414842,473198535,0,24.3283,24.3363,24.3443
275414842,275420172,0,69.8971,69.9201,69.9431
275414842,275419714,0,11.8291,11.833,11.8368
275414843,275415145,0,66.0237,79.8512,93.6788
275414843,31183484,0,169.3017,204.4517,239.6017
275414844,6087858647,0,96.1366,107.8398,119.543
275414844,275414845,0,27.1338,30.4369,33.7401
275414845,275411696,0,162.1708,184.2484,206.3261
275414845,6087858648,0,118.415,133.2602,148.1053
275415026,275413395,0,70.5612,80.9883,91.4154
275415026,275415144,0,187.1436,208.3143,229.4851
275415144,275415145,0,168.0783,187.9648,207.8513
275415144,31183485,0,64.2671,72.2163,80.1655
275415144,31183484,0,61.9292,61.9292,61.9292
275415145,275414844,0,64.6972,72.5731,80.449
275415145,275415146,0,124.0466,124.4228,124.799
275415146,275413394,0,86.069,86.33,86.5911
275415149,473519743,0,12.1842,13.6049,15.0256
275415149,275415214,0,30.6274,34.1986,37.7698
275415182,31183485,0,84.0123,93.4666,102.9209
275415182,474684611,0,61.9281,69.3124,76.6966
275415214,275415182,0,80.0963,89.1099,98.1236
275415281,275413395,0,80.7562,92.8256,104.8951
275415281,275415214,0,83.6331,92.841,102.049
275416601,49584811,0,61.8517,68.7298,75.6078
275416601,275418348,0,25.5548,28.3966,31.2383
275416687,275422916,0,23.6628,23.6995,23.7361
275417985,30880038,0,17.3301,17.3301,17.3301
275417985,276057088,0,168.1285,187.1462,206.1639
275417986,276058623,0,179.6459,198.4482,217.2504
275417986,276059473,0,170.069,187.8689,205.6688
275417986,276059458,0,146.6078,147.6121,148.6164
275417989,275435373,0,29.7195,32.9023,36.0851
275417989,2832815953,0,84.9216,95.8148,106.7079
275418138,275424036,0,97.8029,108.3929,118.983
275418138,275435383,0,205.8848,228.1778,250.4709
275418139,275418138,0,15.6986,23.8944,32.0902
275418139,7939472879,0,25.5521,38.8922,52.2322
275418348,49584869,0,112.3405,113.0711,113.8017
275418348,49584612,0,61.7213,61.817,61.9127
275418427,7939472878,0,233.1946,259.1265,285.0584
275418718,268717025,0,42.1369,47.1254,52.1138
275419222,275419223,0,168.2556,168.3306,168.4056
275419222,275418718,0,67.6298,75.4245,83.2193
275419223,275419224,0,171.4323,207.0246,242.6169
275419223,31183483,0,65.4353,72.5945,79.7537
275419223,31183484,0,68.2808,68.3113,68.3417
275419224,275419225,0,105.186,127.079,148.972
275419224,275414843,0,65.2471,78.912,92.577
275419225,1131791236,0,92.6156,92.8121,93.0086
275419225,473198535,0,103.3545,124.8664,146.3782
275419225,275419226,0,68.9171,90.9453,112.9734
275419226,275419713,0,64.778,85.4832,106.1883
275419226,870887973,0,142.8269,144.6847,146.5424
275419468,275420517,0,81.6944,81.6944,81.6944
275419571,275419712,0,90.592,90.9058,91.2196
275419571,31183499,0,109.2565,129.3881,149.5198
275419712,275419781,0,66.2305,66.4599,66.6893
275419712,31183499,0,59.4541,59.6601,59.866
275419712,275419713,0,164.8086,217.4867,270.1649
275419713,476220251,0,115.0868,139.0406,162.9943
275419713,275419782,0,65.0366,85.8245,106.6123
275419714,275419224,0,63.8214,63.8423,63.8633
275419714,275420095,0,112.9426,136.3915,159.8403
275419715,275419222,0,69.4352,76.9865,84.5377
275419715,275419716,0,87.0418,96.5078,105.9738
275419716,268717025,0,139.4511,171.4968,203.5425
275419731,275420036,0,78.6294,78.6294,78.6294
275419731,275419781,0,104.4055,104.7671,105.1287
275419781,275419712,0,66.2305,66.4599,66.6893
275419781,275420035,0,65.3325,65.5587,65.785
275419781,275419782,0,166.1406,166.716,167.2915
275419782,275420034,0,69.0067,103.5396,138.0726
275420032,7952269488,0,148.8589,176.2877,203.7166
275420032,275419715,0,133.6739,148.2112,162.7486
275420034,275420035,0,167.5427,168.123,168.7033
275420034,275420516,0,129.5073,129.5073,129.5073
275420035,275419468,0,72.3969,72.4115,72.4261
275420035,275419781,0,65.3325,65.5587,65.785
275420035,275420036,0,56.5726,56.584,56.5954
275420036,275419468,0,91.3497,91.3681,91.3865
275420095,31183483,0,59.3486,65.8419,72.3352
275420132,275420095,0,88.2472,97.9022,107.5572
275420132,275420172,0,63.8032,64.3318,64.8603
275420132,31183482,0,76.8318,77.0979,77.364
275420172,275420197,0,80.8095,81.4789,82.1483
275420172,275414842,0,69.8971,69.9201,69.9431
275420172,275420132,0,63.8032,64.3318,64.8603
275420197,1131791187,0,56.3066,56.773,57.2394
275420351,275422999,0,67.4338,67.5081,67.5824
275420351,270604783,0,143.8169,144.073,144.329
275420516,275416687,0,96.5417,96.5417,96.5417
275420516,275420517,0,121.768,121.768,121.768
275420517,10925293867,0,18.7058,18.7058,18.7058
275420517,268385178,0,144.9767,144.9767,144.9767
275420598,275416687,0,174.1186,174.1186,174.1186
275420598,275420516,0,145.7054,145.7054,145.7054
275421702,473872485,0,44.4879,44.5369,44.5859
275421980,11121258537,0,16.6244,16.8407,17.0569
275421980,1131791257,0,13.3283,13.5017,13.675
275422438,473872485,0,12.4105,12.4242,12.4379
275422438,275420351,0,119.0417,119.1728,119.304
275422916,275422917,0,158.3221,175.928,193.5338
275422916,275418427,0,44.6769,44.7462,44.8155
275422917,275423967,0,102.9987,106.2852,109.5717
275422917,473363986,0,121.7219,121.7219,121.7219
275422918,275423913,0,82.7535,106.6462,130.5388
275422918,274970160,0,120.3204,161.2923,202.2641
275422919,275423029,0,46.7803,55.2896,63.7989
275422919,275423030,0,91.4765,113.3503,135.2242
275422919,274970160,0,159.7403,188.7969,217.8535
275422999,274970160,0,147.1991,173.9745,200.7498
275422999,275423029,0,119.2351,119.3665,119.4979
275423029,275422438,0,69.7288,82.4124,95.096
275423030,275422919,0,91.4765,113.3503,135.2242
275423030,6222014597,0,46.009,46.6075,47.2059
275423030,275423125,0,82.0278,86.8119,91.596
275423125,270607232,0,43.9608,46.5247,49.0886
275423126,276067133,0,53.0507,59.0632,65.0757
275423126,276067497,0,129.6071,147.702,165.7968
275423682,270607229,0,139.1687,157.7239,176.2792
275423682,275423916,0,83.992,109.2836,134.5753
275423768,275423855,0,54.2184,64.2087,74.199
275423768,275423803,0,120.7533,161.8726,202.9918
275423803,275422918,0,55.2867,74.1131,92.9395
275423803,275423804,0,201.1339,287.8753,374.6168
275423804,270607229,0,52.0416,58.9802,65.9189
275423825,275423854,0,213.9019,286.7404,359.5788
275423825,276076128,0,41.5893,46.0183,50.4474
275423854,275423803,0,54.6959,63.4322,72.1685
275423854,275423855,0,121.1775,140.5327,159.8878
275423855,473363985,0,62.7289,62.9462,63.1634
275423913,275422919,0,20.6972,24.462,28.2268
275423914,275423913,0,167.8228,185.9348,204.0468
275423914,275423125,0,83.6373,88.5152,93.3932
275423916,276076127,0,87.0491,87.0524,87.0557
275423916,473547631,0,133.9905,133.9955,134.0005
275423967,31183480,0,77.5735,89.9639,102.3544
275424036,275423967,0,243.8361,294.1154,344.3948
275424036,30340883,0,81.1752,89.8198,98.4645
275435373,30880015,0,20.4714,22.6638,24.8562
275435373,8066677278,0,29.0134,32.1206,35.2278
275435374,8066677278,0,19.7589,21.875,23.9911
275435374,275417989,0,43.0355,47.6444,52.2533
275435378,6366462978,0,93.9732,121.0273,148.0815
275435378,275435374,0,88.8811,98.3999,107.9187
275435383,1439029489,0,55.1334,61.3965,67.6596
275435383,275435374,0,109.6777,122.137,134.5962
275436428,8063548788,0,69.1252,81.6367,94.1483
275436428,30880022,0,55.7926,55.8038,55.8151
275436430,275436428,0,62.295,73.5577,84.8205
275436430,275440482,0,184.9507,184.9507,184.9507
275436853,275436428,0,92.7251,92.7251,92.7251
275436853,275436430,0,55.937,55.937,55.937
275436853,30880022,0,64.0726,64.0726,64.0726
275438246,275440482,0,79.8993,88.2776,96.6559
275438246,275438276,0,20.96,21.0963,21.2327
275438250,275438279,0,29.9692,30.2538,30.5383
275438276,275514676,0,117.9045,117.9045,117.9045
275438276,275438284,0,20.6464,20.7806,20.9149
275438279,275438246,0,14.7879,14.884,14.9802
275438284,275438250,0,41.6952,42.0911,42.4869
275438284,1129724725,0,71.7178,72.1842,72.6506
275438473,274841708,0,241.9936,286.391,330.7883
275438473,275511332,0,66.0164,81.0709,96.1253
275439092,30340075,0,129.1288,130.4523,131.7758
275439194,8237586354,0,93.7461,93.7461,93.7461
275439194,275439092,0,130.7555,130.7555,130.7555
275439511,3573226157,0,47.8355,53.9924,60.1494
275439511,30880078,0,43.5463,49.1511,54.756
275439515,276073123,0,35.7772,42.2456,48.714
275439515,859984175,0,65.8376,77.7409,89.6441
275439515,6143235652,0,143.4795,169.4202,195.3608
275439782,275439902,0,90.5869,102.2068,113.8267
275439782,275435373,0,90.5852,130.3761,170.1669
275439902,275440235,0,71.9581,85.0347,98.1114
275439902,275439903,0,97.6508,127.2949,156.939
275439903,275440234,0,69.5156,89.3733,109.2309
275439903,1131791268,0,92.064,118.4226,144.7811
275439903,275439904,0,124.2105,137.3159,150.4214
275439904,275440233,0,68.3258,75.5349,82.744
275439904,275439905,0,99.6794,110.1965,120.7137
275439905,275440232,0,69.5812,77.2706,84.96
275439905,275439906,0,88.8598,98.6797,108.4996
275439906,275440054,0,74.1965,82.2305,90.2644
275440054,275440232,0,128.6099,145.9312,163.2525
275440054,30341178,0,35.9202,40.8538,45.7875
275440232,275440485,0,67.7613,75.2496,82.7379
275440232,275440233,0,141.9634,157.6518,173.3401
275440233,275440484,0,70.6992,79.1439,87.5886
275440233,275440234,0,178.0894,196.8797,215.6699
275440234,275440482,0,71.6199,79.13,86.6401
275440234,275439903,0,69.5156,89.3733,109.2309
275440234,275440235,0,140.887,181.1323,221.3777
275440235,275436430,0,72.0275,85.0499,98.0722
275440235,275440237,0,128.5884,128.7079,128.8273
275440237,275439782,0,69.4716,69.5362,69.6007
275440481,275440237,0,71.4562,80.341,89.2258
275440481,275436430,0,167.9062,188.7835,209.6607
275440482,275438246,0,79.8993,88.2776,96.6559
275440482,275440234,0,71.6199,79.13,86.6401
275440482,275440484,0,231.6655,259.3368,287.0082
275440484,275440485,0,185.6049,206.116,226.6272
275440484,30340073,0,68.3026,69.191,70.0794
275440485,275440741,0,70.1709,71.2152,72.2596
275440485,275440486,0,123.2914,123.2914,123.2914
275440486,30341178,0,45.595,46.1543,46.7136
275440741,6414505084,0,69.8095,70.7945,71.7794
275440741,30340073,0,232.5697,235.8509,239.1322
275440984,6414505084,0,155.0698,187.3416,219.6134
275440984,30340073,0,124.3481,125.1568,125.9655
275441386,8230120179,0,71.0546,71.1329,71.2112
275511254,30385345,0,100.2064,121.0605,141.9147
275511255,30385345,0,76.508,92.4302,108.3525
275511299,275511332,0,205.661,242.8439,280.0268
275511299,30340075,0,56.952,57.5357,58.1194
275511332,8066105126,0,14.8414,20.6134,26.3853
275511332,275511299,0,205.661,242.8439,280.0268
275511332,30385346,0,58.0999,80.6955,103.291
275511393,275407670,0,36.7116,64.7075,92.7034
275511393,8237347759,0,82.2666,94.0738,105.881
275511459,275513892,0,35.4586,36.1505,36.8423
275511459,30385351,0,207.7664,255.1456,302.5248
275511459,30879879,0,82.4069,94.7778,107.1486
275511462,30385351,0,37.3185,39.0815,40.8446
275511462,275511474,0,99.9904,99.9904,99.9904
275511469,275511474,0,14.2581,15.8409,17.4236
275511469,275511462,0,100.4699,100.4699,100.4699
275511474,275511469,0,14.2581,15.8409,17.4236
275511474,275511393,0,90.9321,103.983,117.0339
275511498,275513823,0,42.0195,47.83,53.6406
275511498,8234494181,0,86.4021,98.35,110.2979
275511498,30385579,0,80.3163,138.8726,197.4289
275511499,275407058,0,36.7623,40.8927,45.0231
275511499,275511510,0,98.2752,109.3168,120.3584
275511502,30385353,0,43.9502,55.7266,67.503
275511502,275511517,0,86.4112,125.1878,163.9645
275511510,275511517,0,9.7728,12.5741,15.3754
275511510,275511502,0,85.5678,123.966,162.3642
275511517,275511510,0,9.7728,12.5741,15.3754
275511517,275511499,0,98.2276,109.2638,120.3001
275511535,275441386,0,137.0327,137.1837,137.3347
275511535,275511706,0,98.3844,109.3057,120.2269
275511706,8236554648,0,52.5636,52.5636,52.5636
275511721,30385355,0,204.1763,293.5986,383.021
275511721,8063698255,0,37.1794,43.5329,49.8864
275511721,274841385,0,78.3713,100.8363,123.3013
275511729,30385356,0,78.3484,78.3484,78.3484
275511729,8066475260,0,11.1936,11.1936,11.1936
275511758,275364506,0,138.0742,173.5309,208.9875
275511758,30759290,0,18.1249,20.1158,22.1067
275511759,275511758,0,24.7036,27.4171,30.1306
275511759,275366631,0,114.9143,127.5367,140.1591
275511768,8239217277,0,189.7622,244.9145,300.0667
275511768,275511814,0,78.8874,108.9107,138.9339
275511812,30759288,0,14.721,16.6256,18.5301
275511812,275365677,0,16.8244,19.0011,21.1777
275511813,275511812,0,25.9351,28.7839,31.6326
275511813,8063886556,0,38.2914,42.4973,46.7033
275511814,275366629,0,86.2517,86.2517,86.2517
275511814,8063886561,0,121.2276,167.3649,213.5021
275511842,31180341,0,250.999,305.4202,359.8415
275511842,275512059,0,165.187,201.0027,236.8183
275512057,30384280,0,79.9521,93.8923,107.8324
275512057,11155081787,0,14.4782,16.6567,18.8351
275512058,31162344,0,32.3119,32.325,32.3381
275512058,275512148,0,113.4885,113.5345,113.5804
275512058,31162346,0,99.1056,99.1457,99.1858
275512059,275512060,0,20.0264,23.0396,26.0528
275512059,275512678,0,177.2598,208.1661,239.0725
275512060,30384293,0,20.1874,23.2249,26.2623
275512060,275512057,0,28.5451,32.84,37.135
275512146,6135574101,0,29.6505,29.6926,29.7347
275512146,1001659185,0,12.3591,12.3767,12.3942
275512147,30789425,0,17.3431,23.0074,28.6716
275512147,2060916607,0,415.3695,493.2363,571.103
275512148,31161616,0,21.1223,21.3361,21.55
275512148,275512150,0,49.2284,49.7269,50.2253
275512149,30789426,0,38.3578,38.4346,38.5114
275512149,275512147,0,38.7198,51.3657,64.0116
275512150,31162757,0,198.7616,199.1596,199.5576
275512150,275512149,0,172.7939,173.1398,173.4858
275512526,275512589,0,14.5436,14.8323,15.1211
275512526,275513445,0,47.095,63.3126,79.5302
275512589,275512602,0,215.9489,256.4703,296.9918
275512589,275513437,0,41.1714,41.9888,42.8062
275512602,275512678,0,20.5825,20.8957,21.2089
275512602,275512060,0,151.2408,177.6105,203.9803
275512612,976546564,0,73.4872,75.4137,77.3402
275512612,275512632,0,274.5747,274.67,274.7652
275512612,30880102,0,162.385,169.4665,176.5479
275512632,31163303,0,13.4858,13.8132,14.1405
275512632,4090305071,0,234.7337,302.0965,369.4593
275512678,3443476489,0,154.2169,183.1548,212.0926
275512749,275513139,0,47.7323,52.9952,58.258
275512749,30339671,0,87.4893,97.1356,106.7819
275512749,275512756,0,95.5516,106.0868,116.622
275512756,275512761,0,92.2617,103.1189,113.9762
275512756,5506604704,0,91.9336,108.0107,124.0878
275512756,30594512,0,91.6928,102.4831,113.2734
275512761,275512762,0,135.7424,149.9713,164.2002
275512761,275512756,0,92.2617,103.1189,113.9762
275512761,30341035,0,95.4767,106.0914,116.706
275512762,275512763,0,139.2288,153.8232,168.4176
275512762,275512761,0,135.7424,149.9713,164.2002
275512762,30340093,0,95.5807,105.5998,115.6189
275512763,8840210601,0,65.1029,74.6644,84.2259
275512763,275512762,0,139.2288,153.8232,168.4176
275512763,275512771,0,47.1665,54.0938,61.021
275512765,275722016,0,54.6593,60.4027,66.1461
275512765,275717356,0,83.6507,83.9536,84.2566
275512765,275710694,0,93.7462,103.5968,113.4473
275512766,275722016,0,134.05,172.3714,210.6928
275512766,6133311981,0,53.871,66.344,78.8169
275512766,848504710,0,101.5928,125.115,148.6371
275512771,30788272,0,46.8566,51.8026,56.7487
275512785,275512786,0,55.8618,61.7174,67.573
275512786,275512785,0,55.8618,61.7174,67.573
275512786,275512762,0,33.564,37.0823,40.6006
275512792,274840784,0,23.3828,23.3918,23.4008
275512796,30788947,0,16.0106,16.0352,16.0598
275512796,30788948,0,10.7702,10.7868,10.8034
275512818,275674875,0,95.3169,95.3169,95.3169
275512818,275674874,0,72.8248,72.8276,72.8303
275512867,276309950,0,78.711,78.711,78.711
275512868,276310763,0,78.0746,78.0746,78.0746
275512868,8233578422,0,138.4077,198.2267,258.0456
275512868,276310298,0,88.4511,104.4428,120.4345
275512940,275512947,0,95.4536,105.5294,115.6052
275512940,30788272,0,68.3965,75.6162,82.8359
275512940,30788901,0,70.3125,77.6828,85.0532
275512947,30788273,0,82.1323,90.8019,99.4716
275512947,30788900,0,77.2028,99.3101,121.4175
275512947,275512948,0,270.9666,320.046,369.1254
275512947,275512940,0,95.4536,105.5294,115.6052
275512948,30788276,0,45.1634,46.0911,47.0187
275512948,275512949,0,168.3532,170.5688,172.7844
275512948,275512947,0,270.9666,320.046,369.1254
275512949,275512948,0,168.3532,170.5688,172.7844
275512949,30788898,0,42.4323,42.7083,42.9842
275512954,30788901,0,71.2465,78.7148,86.183
275512954,30341035,0,66.1096,73.4594,80.8092
275513027,275513298,0,143.5562,143.5562,143.5562
275513027,30788943,0,106.0694,106.0694,106.0694
275513029,275513041,0,42.8906,42.8906,42.8906
275513029,275513030,0,176.6815,176.6815,176.6815
275513030,30788900,0,91.6627,118.4256,145.1886
275513030,275512954,0,194.7145,216.3619,238.0094
275513030,5460574818,0,106.3008,125.5197,144.7385
275513041,31161857,0,45.3733,45.3733,45.3733
275513041,275513083,0,173.5273,201.5378,229.5484
275513083,31162761,0,48.1018,55.8664,63.6309
275513094,275513029,0,46.1512,46.1512,46.1512
275513094,275513110,0,178.4566,178.9463,179.436
275513110,275513094,0,178.4566,178.9463,179.436
275513110,275512796,0,44.5258,44.5943,44.6628
275513139,30341035,0,46.5653,51.6994,56.8336
275513139,275512749,0,47.7323,52.9952,58.258
275513167,5460574818,0,60.3509,66.758,73.1651
275513167,30788958,0,57.8917,64.0378,70.1838
275513167,275513139,0,294.2464,379.888,465.5295
275513168,31161860,0,48.9321,48.9321,48.9321
275513168,275513167,0,82.2758,91.0106,99.7454
275513169,30788956,0,60.0624,60.0624,60.0624
275513169,275513168,0,115.9965,115.9965,115.9965
275513275,30788955,0,116.9858,116.9858,116.9858
275513275,5410500569,0,51.0724,51.0724,51.0724
275513297,30788896,0,53.833,63.67,73.5069
275513297,4790101439,0,56.18,66.4458,76.7115
275513298,5410500570,0,146.5591,173.2819,200.0048
275513298,30788895,0,98.5378,116.3531,134.1685
275513299,275513298,0,105.0467,124.0389,143.031
275513299,30788943,0,143.6819,143.7023,143.7227
275513300,275513275,0,138.717,138.717,138.717
275513300,275513299,0,94.9071,112.0661,129.225
275513301,275513300,0,57.5633,67.9705,78.3778
275513301,5410500569,0,138.3547,138.3547,138.3547
